timestamp_precise,plate_number,vehicle_type,cross_count,reverse_count
2024-04-28 02:08:07.953,302165,motorbike,0,0
2024-04-28 02:08:56.179,4กน6102,hatchback,0,0
2024-04-28 02:12:38.481,1มช1142,taxi,0,0
2024-04-28 02:14:02.737,ฮอ1753,van,0,0
2024-04-28 02:14:58.722,1กผ1251,sedan,0,0
2024-04-28 02:15:01.245,1กผ1251,sedan,0,0
2024-04-28 02:17:50.118,ทฐ1326,pickup,0,0
2024-04-28 02:18:01.235,1กร5956,sedan,0,0
2024-04-28 02:20:02.244,2ฒพ3181,pickup,0,0
2024-04-28 02:24:18.493,10618,taxi,0,0
2024-04-28 02:26:04.747,1ค6571,van,0,0
2024-04-28 02:27:50.197,327722,other,1,0
2024-04-28 03:06:40.737,6กถ8340,sedan,2,1
2024-04-28 03:08:00.835,1ม2783,taxi,0,0
2024-04-28 03:08:26.067,4กก9687,suv,0,0
2024-04-28 03:09:16.573,16367,sedan,0,0
2024-04-28 03:09:26.051,1มฆ1551,taxi,0,0
2024-04-28 03:19:02.177,วก6,sedan,0,1
2024-04-28 03:21:33.859,11102,taxi,0,0
2024-04-28 03:27:32.722,ฮก6060,van,2,0
2024-04-28 03:30:48.112,สก1174,tuktuk,1,0
2024-04-28 03:30:57.869,ทฬ8385,sedan,0,0
2024-04-28 03:34:37.128,361199,van,3,0
2024-04-28 03:39:08.656,31778,pickup,0,0
2024-04-28 03:59:40.806,กย11,pickup,0,0
2024-04-28 03:59:44.165,7กฆ3336,sedan,1,2
2024-04-28 04:14:48.802,สก1076,tuktuk,0,0
2024-04-28 04:16:57.332,ทห6957,taxi,0,2
2024-04-28 04:26:19.862,9กห8306,sedan,1,0
2024-04-28 04:31:48.895,4ขฆ8851,pickup,2,0
2024-04-28 04:33:17.750,มฎ9180,taxi,2,0
2024-04-28 04:33:52.141,4ขฬ5116,sedan,6,0
2024-04-28 04:40:15.241,ทห2415,sedan,1,1
2024-04-28 04:41:45.616,321837,bus,0,0
2024-04-28 04:41:51.494,4ขผ7583,sedan,0,2
2024-04-28 04:42:41.200,30073,van,2,0
2024-04-28 05:01:01.508,1ขฌ2873,truck,2,0
2024-04-28 05:01:51.494,343633,van,0,0
2024-04-28 05:43:15.950,343633,van,5,20
2024-04-28 05:43:50.180,327722,other,0,0
2024-04-28 06:02:29.843,41360,sedan,2,0
2024-04-28 06:05:35.235,6กม9678,sedan,1,1
2024-04-28 06:06:08.106,มฎ5222,suv,4,0
2024-04-28 06:06:28.620,3กฐ7375,hatchback,2,0
2024-04-28 06:08:58.459,สก573,tuktuk,0,0
2024-04-28 06:09:36.567,ทส4264,sedan,1,0
2024-04-28 06:10:12.521,4ขภ5400,pickup,1,0
2024-04-28 06:10:36.875,สก2722,tuktuk,0,0
2024-04-28 06:12:27.004,2ขจ8645,pickup,0,3
2024-04-28 06:13:05.633,5กน9372,pickup,1,0
2024-04-28 06:19:35.928,มฎ8573,truck,4,1
2024-04-28 06:20:25.758,ท8401,pickup,3,0
2024-04-28 06:32:25.205,4ขฆ6934,suv,0,0
2024-04-28 06:32:39.841,สฐ575,pickup,0,0
2024-04-28 06:34:53.283,344032,pickup,0,2
2024-04-28 06:39:52.043,33302,pickup,1,1
2024-04-28 06:40:33.876,37173,truck,0,0
2024-04-28 06:43:08.712,ฌฐ1856,pickup,0,0
2024-04-28 07:05:09.642,32575,motorbike,1,0
2024-04-28 07:17:26.845,กธ420,van,0,0
2024-04-28 07:19:13.694,ม00755,tuktuk,0,0
2024-04-28 07:19:46.766,สก2765,tuktuk,1,0
2024-04-28 07:29:51.284,338418,bus,5,0
2024-04-28 07:30:17.120,2กท5082,sedan,0,0
2024-04-28 08:00:57.110,8ก2551,bus,0,0
2024-04-28 08:02:27.724,241211,van,1,0
2024-04-28 08:03:03.714,กษ2155,van,0,0
2024-04-28 08:10:35.874,339860,pickup,0,0
2024-04-28 08:14:24.970,กก231,sedan,0,0
2024-04-28 08:29:02.579,330178,motorbike,1,1
2024-04-28 08:29:22.334,333548,van,1,0
2024-04-28 08:44:06.456,7กธ5176,sedan,2,0
2024-04-28 08:50:13.201,302422,van,0,2
2024-04-28 08:50:39.553,1มร1430,taxi,0,0
2024-04-28 08:56:41.616,5ก4876,tuktuk,0,0
2024-04-28 08:56:44.496,3ศ1503,tuktuk,0,0
2024-04-28 08:56:49.614,343108,van,0,0
2024-04-28 09:17:20.965,360812,van,2,0
2024-04-28 09:18:53.699,ฮพ3819,pickup,0,0
2024-04-28 09:19:05.456,3กธ3182,bus,0,1
2024-04-28 09:20:56.510,สก6751,tuktuk,0,0
2024-04-28 09:21:06.627,ฮม5219,van,0,0
2024-04-28 09:55:56.110,สก6567,truck,0,0
2024-04-28 10:04:30.050,สก1157,tuktuk,0,1
2024-04-28 10:11:07.106,35525,tuktuk,0,0
2024-04-28 10:14:24.411,ฮธ7448,van,0,1
2024-04-28 10:26:04.387,ชพ7855,van,4,5
2024-04-28 10:26:22.742,3ก0579,tuktuk,0,0
2024-04-28 10:29:02.337,สก5449,tuktuk,0,0
2024-04-28 10:30:54.990,สก5753,bus,0,0
2024-04-28 10:34:56.322,สก1157,tuktuk,1,0
2024-04-28 10:35:25.997,สก5746,tuktuk,0,0
2024-04-28 10:40:23.639,สก3503,tuktuk,0,0
2024-04-28 10:42:55.118,333307,other,1,0
2024-04-28 11:20:37.515,ฌก1100,other,0,0
2024-04-28 11:32:53.836,ฮค9136,suv,1,0
2024-04-28 12:02:07.129,31128,motorbike,0,0
2024-04-28 12:02:37.761,ฮย8862,van,0,2
2024-04-28 12:02:50.237,12752,pickup,2,0
2024-04-28 12:10:25.758,สก1620,tuktuk,1,0
2024-04-28 13:02:52.197,2กษ2215,pickup,1,3
2024-04-28 13:27:49.358,1ก2302,taxi,0,0
2024-04-28 13:41:39.097,3ห1082,sedan,0,1
2024-04-28 13:41:46.975,ทฬ2265,sedan,0,0
2024-04-28 13:45:33.356,2ม9722,taxi,0,0
2024-04-28 13:47:01.332,7ฎ385,sedan,0,0
2024-04-28 13:47:12.609,1ก1187,taxi,0,0
2024-04-28 13:50:58.349,1ส5385,taxi,0,1
2024-04-28 13:57:00.851,สก3407,sedan,0,0
2024-04-28 13:57:18.966,ก9076,taxi,0,0
2024-04-28 14:00:45.352,3กธ1795,sedan,0,1
2024-04-28 14:01:54.853,ทห8479,sedan,0,1
2024-04-28 14:02:08.969,ท3555,sedan,0,0
2024-04-28 14:03:25.827,มข20,taxi,0,0
2024-04-28 14:03:43.463,43062,taxi,0,0
2024-04-28 14:04:20.012,ฌท4520,taxi,0,0
2024-04-28 14:06:02.228,กพ2220,pickup,0,1
2024-04-28 14:06:19.983,30319,sedan,0,0
2024-04-28 14:15:54.350,ทก2451,sedan,0,0
2024-04-28 14:17:13.208,มห3075,sedan,2,4
2024-04-28 14:17:18.726,1มค7903,sedan,0,0
2024-04-28 14:20:28.998,ส37052,taxi,0,0
2024-04-28 14:25:21.879,1มห4344,taxi,1,1
2024-04-28 14:29:04.177,ทห777,sedan,0,0
2024-04-28 14:29:15.173,ก37510,sedan,1,0
2024-04-28 14:30:03.764,สข1075,taxi,0,0
2024-04-28 14:31:30.740,มข4125,taxi,0,0
2024-04-28 14:40:01.000,17764,taxi,2,6
2024-04-28 14:42:59.155,ร2522,sedan,2,0
2024-04-28 14:43:04.754,ทษ5036,sedan,0,0
2024-04-28 14:44:49.084,1มศ2242,taxi,0,0
2024-04-28 14:46:28.501,1มก9157,taxi,1,0
2024-04-28 14:59:39.887,ฆฎ8467,taxi,1,0
2024-04-28 15:10:50.351,100410,sedan,0,0
2024-04-28 15:13:04.114,1มร2456,taxi,3,0
2024-04-28 15:15:29.876,3ธ7135,taxi,0,2
2024-04-28 15:30:48.231,บค6451,pickup,0,0
2024-04-28 15:33:39.183,337090,taxi,0,0
2024-04-28 15:49:51.004,3ธ715,pickup,0,0
2024-04-28 15:50:34.636,กง1065,truck,0,0
2024-04-28 16:18:11.312,ก2550,pickup,0,0
2024-04-28 02:27:41.480,327722,pickup,0,0
2024-04-28 03:08:09.313,4กบ5887,pickup,1,0
2024-04-28 03:08:27.068,6กถ9907,pickup,2,1
2024-04-28 03:18:58.899,อก5,pickup,0,0
2024-04-28 03:21:31.980,ทห1197,pickup,0,0
2024-04-28 03:39:05.817,301738,suv,0,1
2024-04-28 03:41:49.095,ฮอ2933,pickup,0,0
2024-04-28 03:50:39.514,สก4515,tuktuk,0,0
2024-04-28 04:05:21.239,สก407,motorbike,0,1
2024-04-28 04:20:03.124,สก2765,tuktuk,0,0
2024-04-28 04:46:33.099,สก3685,tuktuk,0,0
2024-04-28 04:46:39.338,สก3685,tuktuk,0,0
2024-04-28 04:50:20.240,339792,pickup,0,0
2024-04-28 05:01:31.980,343633,van,3,6
2024-04-28 05:43:34.305,341520,pickup,0,0
2024-04-28 05:43:43.942,327722,pickup,0,0
2024-04-28 05:56:57.973,สก4371,tuktuk,1,0
2024-04-28 05:57:17.327,ฮย8038,pickup,5,1
2024-04-28 05:59:53.164,ฮภ4152,pickup,1,0
2024-04-28 06:11:19.503,ฮฮ5951,pickup,11,2
2024-04-28 06:19:21.892,ฮค9016,pickup,3,0
2024-04-28 06:27:25.085,นษ9532,suv,0,0
2024-04-28 06:35:04.003,343108,pickup,10,1
2024-04-28 06:39:52.363,360812,pickup,5,1
2024-04-28 06:47:56.476,340223,pickup,6,3
2024-04-28 06:58:41.304,13501,pickup,1,0
2024-04-28 07:00:44.873,สก5534,tuktuk,0,0
2024-04-28 07:02:37.082,สก3563,motorbike,0,0
2024-04-28 07:06:22.622,341697,van,4,22
2024-04-28 07:17:19.806,102832,sedan,0,0
2024-04-28 07:17:24.607,1ว1919,bus,0,0
2024-04-28 07:19:10.856,สก4735,motorbike,0,0
2024-04-28 07:19:42.967,สก2765,tuktuk,1,1
2024-04-28 07:41:20.341,สก1568,motorbike,0,0
2024-04-28 07:42:15.845,1นฉ794,truck,0,2
2024-04-28 07:46:46.376,343774,van,1,0
2024-04-28 07:58:32.546,สก5169,bus,0,0
2024-04-28 07:58:45.302,320211,pickup,13,0
2024-04-28 08:02:54.917,ฮม5219,pickup,0,0
2024-04-28 08:03:40.744,344878,motorbike,28,0
2024-04-28 08:10:30.636,339860,pickup,0,0
2024-04-28 08:10:49.391,338313,pickup,1,0
2024-04-28 08:14:16.174,3ขน9591,bus,1,0
2024-04-28 08:29:16.413,333548,van,3,2
2024-04-28 08:30:05.644,344280,pickup,4,2
2024-04-28 08:41:35.100,สก6144,tuktuk,0,0
2024-04-28 08:41:59.972,สก5469,tuktuk,0,0
2024-04-28 08:44:02.698,7กธ5176,sedan,4,0
2024-04-28 08:44:22.574,ฮพ1972,pickup,5,0
2024-04-28 08:48:10.992,302422,van,2,0
2024-04-28 09:34:04.257,337985,van,4,1
2024-04-28 09:39:47.087,สก5815,bus,5,0
2024-04-28 09:43:41.463,337348,pickup,2,1
2024-04-28 09:56:39.378,331679,pickup,0,0
2024-04-28 10:11:04.388,สก5725,tuktuk,0,0
2024-04-28 10:11:09.506,ฮธ7448,bus,9,1
2024-04-28 10:26:19.863,สก5718,tuktuk,0,1
2024-04-28 10:32:26.844,สก4876,motorbike,0,0
2024-04-28 10:35:06.643,สก5746,tuktuk,5,0
2024-04-28 10:40:20.240,สก3503,tuktuk,1,1
2024-04-28 11:10:06.124,ทก5815,tuktuk,0,0
2024-04-28 11:10:47.233,337806,pickup,1,10
2024-04-28 11:14:12.615,304072,other,1,0
2024-04-28 11:17:08.611,330183,motorbike,2,2
2024-04-28 11:17:23.205,สก4876,motorbike,0,0
2024-04-28 11:17:57.716,337879,bus,0,1
2024-04-28 11:25:45.634,ฮน9032,pickup,0,7
2024-04-28 12:02:41.720,302740,bus,2,5
2024-04-28 12:26:07.107,338858,pickup,4,3
2024-04-28 12:44:06.577,สก5813,motorbike,0,0
2024-04-28 12:49:45.046,325837,sedan,1,0
2024-04-28 13:48:57.379,3กฎ4547,suv,2,0
2024-04-28 13:55:40.234,สฐ2699,tuktuk,0,0
2024-04-28 14:13:05.194,สต4420,sedan,0,0
2024-04-28 14:30:28.397,1มข151,taxi,1,0
2024-04-28 14:31:57.614,1มค4027,taxi,0,0
2024-04-28 14:45:01.523,1มก8802,taxi,0,0
2024-04-28 15:09:09.816,กพ9715,motorbike,0,3
2024-04-28 02:03:42.704,3ศ245,taxi,0,0
2024-04-28 02:14:58.283,32225,sedan,0,0
2024-04-28 02:17:47.719,ส00382,pickup,0,0
2024-04-28 02:19:56.043,ข1721,pickup,0,0
2024-04-28 02:20:12.121,3247,taxi,0,0
2024-04-28 02:24:15.894,12465,taxi,0,0
2024-04-28 03:18:12.952,อก5,pickup,4,3
2024-04-28 03:21:29.980,ทห1490,taxi,0,0
2024-04-28 03:55:35.356,ฮภ8979,van,9,1
2024-04-28 03:59:24.574,ฮง6191,pickup,1,1
2024-04-28 04:04:13.295,สก407,tuktuk,2,0
2024-04-28 04:19:22.932,กฉ4774,pickup,4,0
2024-04-28 04:19:58.162,สก2765,tuktuk,0,1
2024-04-28 04:20:01.000,สก2765,tuktuk,0,0
2024-04-28 04:36:25.221,321697,van,13,9
2024-04-28 04:42:17.328,360238,pickup,2,0
2024-04-28 04:47:21.526,339792,pickup,5,0
2024-04-28 05:01:21.503,343633,sedan,0,0
2024-04-28 05:01:51.334,333115,sedan,0,1
2024-04-28 05:49:40.087,302832,truck,14,4
2024-04-28 05:52:19.847,ฉช1919,pickup,3,2
2024-04-28 05:56:31.340,สก4371,tuktuk,0,0
2024-04-28 05:57:11.729,ฮบ8038,bus,0,0
2024-04-28 05:59:04.898,ฮภ4152,pickup,2,0
2024-04-28 06:18:02.074,ฮค9016,pickup,3,1
2024-04-28 06:18:34.186,สถ23,tuktuk,1,1
2024-04-28 06:40:20.239,สก175,tuktuk,2,0
2024-04-28 06:45:55.630,340223,pickup,9,3
2024-04-28 06:48:37.305,339792,pickup,9,0
2024-04-28 06:55:57.429,301477,bus,3,3
2024-04-28 06:58:07.393,6กษ12,sedan,2,0
2024-04-28 07:00:39.154,สก5634,tuktuk,0,0
2024-04-28 07:06:15.744,341697,van,1,1
2024-04-28 07:14:38.688,ฮย8038,pickup,0,0
2024-04-28 07:15:17.359,บจ2814,van,0,0
2024-04-28 07:16:00.227,322832,pickup,1,9
2024-04-28 07:17:20.204,นข1919,van,4,1
2024-04-28 07:19:48.284,344653,other,8,1
2024-04-28 07:25:12.522,สก3955,tuktuk,1,0
2024-04-28 07:30:02.525,สก4876,tuktuk,2,1
2024-04-28 07:34:58.923,สก2914,tuktuk,1,0
2024-04-28 07:45:17.520,สก5169,tuktuk,0,2
2024-04-28 07:46:43.217,343774,truck,0,0
2024-04-28 07:58:42.864,320211,van,1,0
2024-04-28 07:59:25.572,สก2551,tuktuk,3,1
2024-04-28 08:02:44.200,ฮม5219,pickup,1,4
2024-04-28 08:03:37.305,344878,bus,0,0
2024-04-28 08:10:24.398,339860,bus,0,1
2024-04-28 08:10:45.512,338313,pickup,0,0
2024-04-28 08:13:19.350,สก2673,tuktuk,2,2
2024-04-28 08:14:53.924,109438,bus,15,0
2024-04-28 08:16:46.495,337457,bus,13,1
2024-04-28 08:20:30.237,344316,pickup,1,0
2024-04-28 08:21:12.626,331185,van,0,0
2024-04-28 08:21:16.744,322557,pickup,0,2
2024-04-28 08:30:02.006,344280,pickup,4,5
2024-04-28 08:40:53.990,สก5469,tuktuk,3,1
2024-04-28 08:41:59.212,สก3483,tuktuk,2,1
2024-04-28 08:43:06.833,7กธ5176,sedan,1,1
2024-04-28 08:44:18.333,ฮพ1972,other,1,1
2024-04-28 08:45:05.523,สก5815,tuktuk,0,0
2024-04-28 08:45:43.233,302422,van,22,5
2024-04-28 08:50:26.758,1มก3830,taxi,1,1
2024-04-28 08:56:13.105,343108,bus,1,1
2024-04-28 08:56:48.095,360812,pickup,0,0
2024-04-28 08:56:56.493,ฮก6361,pickup,12,9
2024-04-28 09:02:16.608,304272,bus,26,2
2024-04-28 09:10:35.117,ฮน9032,pickup,19,6
2024-04-28 09:19:09.656,6ง1136,pickup,11,8
2024-04-28 09:19:36.049,ฮภ4987,pickup,0,0
2024-04-28 09:20:01.885,1นฆ5943,pickup,0,0
2024-04-28 09:20:05.764,สก6751,tuktuk,2,0
2024-04-28 09:20:13.362,ฮม5219,pickup,0,0
2024-04-28 09:21:02.228,ทฬ1839,taxi,5,2
2024-04-28 09:34:01.057,337985,bus,5,0
2024-04-28 09:43:25.311,337348,other,4,2
2024-04-28 09:56:34.500,337879,pickup,7,4
2024-04-28 09:57:56.397,สก3503,tuktuk,3,3
2024-04-28 10:11:04.227,ฮธ7448,pickup,5,0
2024-04-28 10:20:02.885,สก2765,tuktuk,0,2
2024-04-28 10:26:20.983,สก5753,tuktuk,1,0
2024-04-28 10:31:56.093,สก6348,tuktuk,0,0
2024-04-28 10:33:02.834,สก1157,tuktuk,1,0
2024-04-28 10:42:45.840,333307,pickup,1,2
2024-04-28 10:44:15.175,สก2914,tuktuk,0,0
2024-04-28 10:57:08.971,สก357,tuktuk,1,0
2024-04-28 11:10:43.954,337806,pickup,0,0
2024-04-28 11:11:02.229,304272,bus,0,18
2024-04-28 11:14:31.890,330189,motorbike,3,1
2024-04-28 11:17:15.288,สก4810,tuktuk,0,0
2024-04-28 11:17:22.526,337879,pickup,2,0
2024-04-28 11:19:22.973,ฮน9032,van,4,10
2024-04-28 11:19:29.491,ฮพ3819,pickup,4,3
2024-04-28 11:26:17.505,ฮพ1972,pickup,7,22
2024-04-28 11:32:10.329,ฮค9136,pickup,1,9
2024-04-28 11:32:48.598,302740,pickup,5,3
2024-04-28 11:48:49.941,สก3503,tuktuk,7,7
2024-04-28 11:58:45.463,16115,pickup,6,0
2024-04-28 12:27:30.963,1ขง6261,pickup,4,2
2024-04-28 12:28:05.474,สก9404,tuktuk,1,0
2024-04-28 12:30:46.992,สก3732,tuktuk,3,4
2024-04-28 12:42:55.477,สก4036,tuktuk,2,0
2024-04-28 12:49:31.050,333507,motorbike,5,2
2024-04-28 12:50:34.635,1นข4005,pickup,0,0
2024-04-28 12:55:24.759,สก1481,truck,0,0
2024-04-28 12:57:35.963,สข1128,other,0,0
2024-04-28 13:10:34.113,334559,sedan,0,0
2024-04-28 13:10:53.748,ทศ0152,taxi,2,0
2024-04-28 13:18:08.475,5ก1709,sedan,10,2
2024-04-28 13:27:10.729,33455,taxi,7,2
2024-04-28 13:30:32.516,6กฐ7127,sedan,4,0
2024-04-28 13:31:41.737,8ก5256,tuktuk,0,0
2024-04-28 13:32:23.365,303758,taxi,0,0
2024-04-28 13:33:54.940,ส41373,sedan,1,0
2024-04-28 13:47:56.716,7พ2239,other,1,0
2024-04-28 13:48:30.467,102299,taxi,2,2
2024-04-28 13:55:19.240,103222,other,0,0
2024-04-28 13:55:35.236,3กต2259,pickup,1,0
2024-04-28 13:57:34.363,ท6437,other,1,0
2024-04-28 13:59:17.334,ทฬ2159,sedan,0,0
2024-04-28 14:10:14.642,กกว4470,sedan,0,0
2024-04-28 14:11:06.747,32272,taxi,0,0
2024-04-28 14:11:16.384,302216,taxi,0,0
2024-04-28 14:11:24.743,ส2258,sedan,0,0
2024-04-28 14:13:18.830,1บ7777,sedan,0,0
2024-04-28 14:13:37.585,บ4202,pickup,0,0
2024-04-28 14:15:57.627,4ย8721,other,2,0
2024-04-28 14:16:14.983,ทฐ4492,other,0,0
2024-04-28 14:17:30.921,31118,taxi,0,0
2024-04-28 14:19:43.125,332215,other,0,0
2024-04-28 14:20:40.994,3ก34915,pickup,0,0
2024-04-28 14:25:22.119,132065,pickup,1,0
2024-04-28 14:29:20.413,337100,taxi,1,2
2024-04-28 14:30:19.360,มษ5222,taxi,1,0
2024-04-28 14:30:27.358,ม21,taxi,0,3
2024-04-28 14:34:05.418,สก330,tuktuk,1,0
2024-04-28 14:46:27.501,ร3275,taxi,3,1
2024-04-28 14:56:19.983,1ฮ6406,pickup,2,3
2024-04-28 16:26:33.860,ก1575,pickup,0,0
2024-04-28 16:31:00.229,กกก2555,van,0,0
2024-04-28 02:19:53.641,ฌก5115,other,0,0
2024-04-28 02:24:14.814,บ2425,taxi,0,0
2024-04-28 02:24:34.689,1ขท6374,motorbike,0,0
2024-04-28 03:37:26.964,บ11738,bus,7,0
2024-04-28 03:57:34.602,ฮง6151,pickup,0,1
2024-04-28 04:04:11.334,สก407,tuktuk,1,0
2024-04-28 04:19:58.122,สก2765,motorbike,0,0
2024-04-28 04:36:18.743,321697,van,0,0
2024-04-28 04:37:29.083,302564,bus,13,2
2024-04-28 04:40:45.232,860238,pickup,12,2
2024-04-28 05:01:15.864,343633,bus,0,0
2024-04-28 05:01:38.738,333115,bus,0,0
2024-04-28 05:39:01.578,339819,truck,6,2
2024-04-28 05:42:25.045,345520,bus,3,0
2024-04-28 05:42:41.760,327722,bus,1,1
2024-04-28 05:49:35.366,302832,van,0,0
2024-04-28 05:50:20.680,นข1919,pickup,8,2
2024-04-28 05:58:56.459,ฮภ4152,bus,3,0
2024-04-28 06:19:11.174,338419,van,1,0
2024-04-28 06:26:39.256,1นข9532,pickup,1,0
2024-04-28 06:29:48.803,337348,sedan,0,0
2024-04-28 06:32:22.486,344992,other,5,1
2024-04-28 06:36:46.495,344019,pickup,5,1
2024-04-28 06:46:24.622,339792,bus,1,0
2024-04-28 06:54:09.173,301427,other,0,0
2024-04-28 06:58:04.873,6กษ631,pickup,0,0
2024-04-28 07:06:10.504,321697,van,0,1
2024-04-28 07:12:49.317,ฮย8038,pickup,7,1
2024-04-28 07:15:13.002,นจ2814,pickup,0,0
2024-04-28 07:15:56.509,302832,pickup,0,0
2024-04-28 07:16:02.108,นข1919,pickup,0,5
2024-04-28 07:19:07.576,สก2542,tuktuk,2,0
2024-04-28 07:25:12.042,338415,van,5,4
2024-04-28 07:58:40.703,320211,bus,0,0
2024-04-28 08:10:40.753,338313,pickup,0,0
2024-04-28 08:15:33.636,ส4876,motorbike,0,0
2024-04-28 08:16:23.222,337457,bus,1,0
2024-04-28 08:16:47.095,344316,pickup,20,6
2024-04-28 08:21:09.506,332185,pickup,0,0
2024-04-28 08:21:14.104,345251,bus,0,0
2024-04-28 08:29:58.362,344280,pickup,0,0
2024-04-28 08:44:58.322,สก5815,other,1,1
2024-04-28 08:45:01.000,สก5815,other,0,0
2024-04-28 08:45:39.234,302422,bus,0,0
2024-04-28 08:46:50.214,สก5471,truck,1,1
2024-04-28 08:56:07.986,343108,pickup,0,0
2024-04-28 08:56:44.376,360812,pickup,0,0
2024-04-28 08:56:53.374,ฮก6361,van,0,0
2024-04-28 08:58:18.071,ฮน6381,bus,15,1
2024-04-28 09:05:26.118,6กก352,other,0,0
2024-04-28 09:10:30.996,ฮน9032,pickup,0,1
2024-04-28 09:10:39.393,ฮค9136,van,26,4
2024-04-28 09:19:58.280,1นฆ5943,pickup,0,0
2024-04-28 09:20:07.884,ฮม5219,pickup,0,0
2024-04-28 09:21:00.229,ทฬ1839,pickup,0,0
2024-04-28 09:26:43.216,ฮล6548,pickup,0,1
2024-04-28 09:27:23.085,5ฆ6581,truck,0,0
2024-04-28 09:39:38.806,สก5815,motorbike,0,0
