timestamp,plate_number,vehicle_type,cross_count,reverse_count
2024-04-28 02:05:01,302165,motorbike,0,0
2024-04-28 02:05:01,4กน6102,hatchback,0,0
2024-04-28 02:10:01,1มช1142,taxi,0,0
2024-04-28 02:10:01,ฮอ1753,van,0,0
2024-04-28 02:15:01,1กผ1251,sedan,0,0
2024-04-28 02:15:01,1กผ1251,sedan,0,0
2024-04-28 02:15:01,ทฐ1326,pickup,0,0
2024-04-28 02:15:01,1กร5956,sedan,0,0
2024-04-28 02:20:01,2ฒพ3181,pickup,0,0
2024-04-28 02:20:01,10618,taxi,0,0
2024-04-28 02:25:01,1ค6571,van,0,0
2024-04-28 02:25:01,327722,other,1,0
2024-04-28 03:05:01,6กถ8340,sedan,2,1
2024-04-28 03:05:01,1ม2783,taxi,0,0
2024-04-28 03:05:01,4กก9687,suv,0,0
2024-04-28 03:05:01,16367,sedan,0,0
2024-04-28 03:10:01,1มฆ1551,taxi,0,0
2024-04-28 03:15:01,วก6,sedan,0,1
2024-04-28 03:20:01,11102,taxi,0,0
2024-04-28 03:25:01,ฮก6060,van,2,0
2024-04-28 03:30:01,สก1174,tuktuk,1,0
2024-04-28 03:30:01,ทฬ8385,sedan,0,0
2024-04-28 03:35:01,361199,van,3,0
2024-04-28 03:35:01,31778,pickup,0,0
2024-04-28 03:45:01,,,1,0
2024-04-28 03:50:01,,,0,0
2024-04-28 03:50:01,,,1,0
2024-04-28 03:55:02,,pickup,0,0
2024-04-28 03:55:02,กย11,pickup,0,0
2024-04-28 03:55:02,7กฆ3336,sedan,1,2
2024-04-28 04:00:01,,motorbike,0,0
2024-04-28 04:05:01,,bus,0,0
2024-04-28 04:15:01,สก1076,tuktuk,0,0
2024-04-28 04:15:01,ทห6957,taxi,0,2
2024-04-28 04:15:01,,pickup,0,0
2024-04-28 04:25:01,,truck,0,0
2024-04-28 04:25:01,9กห8306,sedan,1,0
2024-04-28 04:30:01,4ขฆ8851,pickup,2,0
2024-04-28 04:30:01,มฎ9180,taxi,2,0
2024-04-28 04:30:01,4ขฬ5116,sedan,6,0
2024-04-28 04:35:01,,,2,0
2024-04-28 04:40:01,ทห2415,sedan,1,1
2024-04-28 04:40:01,321837,bus,0,0
2024-04-28 04:40:01,4ขผ7583,sedan,0,2
2024-04-28 04:40:01,30073,van,2,0
2024-04-28 04:40:01,,bus,0,0
2024-04-28 04:45:01,,,0,0
2024-04-28 04:45:01,,,0,0
2024-04-28 04:45:01,,,1,0
2024-04-28 04:50:01,,pickup,0,0
2024-04-28 04:55:01,,,1,0
2024-04-28 04:55:01,,,4,0
2024-04-28 04:55:01,,,1,0
2024-04-28 05:00:01,1ขฌ2873,truck,2,0
2024-04-28 05:00:01,343633,van,0,0
2024-04-28 05:40:01,343633,van,5,20
2024-04-28 05:40:01,,pickup,0,0
2024-04-28 05:40:01,327722,other,0,0
2024-04-28 05:45:01,,other,0,0
2024-04-28 05:55:01,,,0,0
2024-04-28 05:55:01,,,1,0
2024-04-28 05:55:01,,,0,1
2024-04-28 06:00:01,41360,sedan,2,0
2024-04-28 06:05:01,6กม9678,sedan,1,1
2024-04-28 06:05:01,มฎ5222,suv,4,0
2024-04-28 06:05:01,3กฐ7375,hatchback,2,0
2024-04-28 06:05:01,สก573,tuktuk,0,0
2024-04-28 06:10:01,ทส4264,sedan,1,0
2024-04-28 06:10:01,4ขภ5400,pickup,1,0
2024-04-28 06:10:01,สก2722,tuktuk,0,0
2024-04-28 06:10:01,2ขจ8645,pickup,0,3
2024-04-28 06:10:01,5กน9372,pickup,1,0
2024-04-28 06:10:01,,van,0,0
2024-04-28 06:15:01,,,7,2
2024-04-28 06:15:01,,,0,0
2024-04-28 06:15:01,,,0,0
2024-04-28 06:15:01,,,0,0
2024-04-28 06:15:01,,,5,1
2024-04-28 06:15:01,,,0,0
2024-04-28 06:20:01,มฎ8573,truck,4,1
2024-04-28 06:25:01,ท8401,pickup,3,0
2024-04-28 06:25:01,,other,0,0
2024-04-28 06:30:01,4ขฆ6934,suv,0,0
2024-04-28 06:30:01,สฐ575,pickup,0,0
2024-04-28 06:35:01,344032,pickup,0,2
2024-04-28 06:40:01,33302,pickup,1,1
2024-04-28 06:40:01,,pickup,0,0
2024-04-28 06:40:01,37173,truck,0,0
2024-04-28 06:40:01,ฌฐ1856,pickup,0,0
2024-04-28 06:50:01,,pickup,18,7
2024-04-28 06:55:01,,,0,0
2024-04-28 06:55:01,,,0,1
2024-04-28 06:55:01,,,0,2
2024-04-28 07:00:01,,other,0,0
2024-04-28 07:05:01,32575,motorbike,1,0
2024-04-28 07:10:01,,,0,0
2024-04-28 07:10:01,,,2,0
2024-04-28 07:15:01,,pickup,1,0
2024-04-28 07:15:01,กธ420,van,0,0
2024-04-28 07:15:01,ม00755,tuktuk,0,0
2024-04-28 07:20:01,สก2765,tuktuk,1,0
2024-04-28 07:25:01,,,1,0
2024-04-28 07:25:01,,,2,20
2024-04-28 07:25:01,,,0,0
2024-04-28 07:30:01,338418,bus,5,0
2024-04-28 07:30:01,,other,0,0
2024-04-28 07:30:01,2กท5082,sedan,0,0
2024-04-28 07:40:01,,,1,0
2024-04-28 07:40:01,,,0,0
2024-04-28 07:45:01,,,1,1
2024-04-28 07:55:01,,truck,1,1
2024-04-28 08:00:01,8ก2551,bus,0,0
2024-04-28 08:00:01,241211,van,1,0
2024-04-28 08:00:01,กษ2155,van,0,0
2024-04-28 08:10:01,,pickup,0,0
2024-04-28 08:10:01,339860,pickup,0,0
2024-04-28 08:10:01,,pickup,0,0
2024-04-28 08:10:01,,other,0,0
2024-04-28 08:10:01,กก231,sedan,0,0
2024-04-28 08:15:01,,tuktuk,0,0
2024-04-28 08:15:01,,pickup,0,0
2024-04-28 08:15:01,,motorbike,0,0
2024-04-28 08:20:01,,pickup,0,0
2024-04-28 08:20:01,,pickup,0,1
2024-04-28 08:20:01,,pickup,0,0
2024-04-28 08:20:01,,van,0,0
2024-04-28 08:25:01,330178,motorbike,1,1
2024-04-28 08:25:01,333548,van,1,0
2024-04-28 08:40:01,,other,0,1
