lifetime,travel_displacement,ymin,is_plate_valid,timestamp_precise,travel_trajectory,timestamp,car_brand,frame_no,travel_distance,image_name,ymax,true_video_name,province_confidence,purchasing_power,plate_image_name,plate_number,xmin,car_brand_confidence,original_video_name,plate_number_confidence,similarized_plate_number,vehicle_type,plate_color_confidence,camera,xmax,plate_color,video_name,vehicle_type_confidence,province,xmid,ymid,timestamp_unix,timestamp_unix_end,cluster_cross_list,cross_count,cluster_reverse_list,reverse_count
36.63499999046326,10.005551260996176,0,False,2024-04-29 02:00:37.635,339.44395478041685,2024-04-29 02:00:01,discard,300,10.005551260996176,2024-04-29T09-00-37_FLAG_P_FID_300_OID_1g0_mbk-14-11-vehicle-snapshot_1714356001_1714356037_300.jpg,426,mbk-14-11_1714356001.mp4,,,,,1198,0.7435869574546814,mbk-14-11-vehicle-snapshot_1714356001.mp4,,,other,,mbk-14-11-vehicle-snapshot,2341,,mbk-14-11-vehicle-snapshot_1714356001.mp4,0.5164493322372437,,1769.5,213.0,1714356037,1714356073,[],0,[10],3
37.51099991798401,3.703220664861848,0,False,2024-04-29 02:01:52.615,71.56505117708022,2024-04-29 02:00:01,discard,900,3.703220664861848,2024-04-29T09-01-52_FLAG_P_FID_900_OID_1g1_mbk-14-11-vehicle-snapshot_1714356001_1714356112_900.jpg,416,mbk-14-11_1714356001.mp4,,,,,1196,0.4655038714408874,mbk-14-11-vehicle-snapshot_1714356001.mp4,,,bus,,mbk-14-11-vehicle-snapshot,2325,,mbk-14-11-vehicle-snapshot_1714356001.mp4,0.3845074772834778,,1760.5,208.0,1714356112,1714356149,[],0,"[1, 3, 4, 11]",13
37.50999999046326,3.703220664861893,0,True,2024-04-29 02:03:07.593,18.43494882292187,2024-04-29 02:00:01,discard,1500,3.703220664861893,2024-04-29T09-03-07_FLAG_P_FID_1500_OID_1g2_mbk-14-11-vehicle-snapshot_1714356001_1714356187_1500.jpg,419,mbk-14-11_1714356001.mp4,0.3853031098842621,,,320790,1193,0.7968468070030212,mbk-14-11-vehicle-snapshot_1714356001.mp4,0.998537427529103,320790,truck,0.5774954626308415,mbk-14-11-vehicle-snapshot,2334,white,mbk-14-11-vehicle-snapshot_1714356001.mp4,0.7774930596351624,,1763.5,209.5,1714356187,1714356224,[0],3,[],0
37.46900010108948,156.84352743538332,0,False,2024-04-29 02:06:15.104,203.3109350353842,2024-04-29 02:05:01,,600,156.84352743538332,,545,mbk-14-11_1714356301.mp4,,,,,931,,mbk-14-11-vehicle-snapshot_1714356301.mp4,,,,,mbk-14-11-vehicle-snapshot,2299,,mbk-14-11-vehicle-snapshot_1714356301.mp4,,,1615.0,272.5,1714356375,1714356412,[],0,[],0
37.4689998626709,384.5113061252808,0,False,2024-04-29 02:07:30.083,190.35166948709204,2024-04-29 02:05:01,,1200,384.5113061252808,,709,mbk-14-11_1714356301.mp4,,,,,268,,mbk-14-11-vehicle-snapshot_1714356301.mp4,,,,,mbk-14-11-vehicle-snapshot,2154,,mbk-14-11-vehicle-snapshot_1714356301.mp4,,,1211.0,354.5,1714356450,1714356487,[],0,[0],4
36.23199987411499,59.7356009825814,0,True,2024-04-29 02:29:58.804,178.87669728592454,2024-04-29 02:30:01,toyota,2400,59.7356009825814,2024-04-29T09-29-58_FLAG_P_FID_2400_OID_8g0_mbk-14-11-vehicle-snapshot_1714357501_1714357798_2400.jpg,667,mbk-14-11_1714357501.mp4,0.9961857199668884,premium,,6กจ2543,1055,0.987859070301056,mbk-14-11-vehicle-snapshot_1714357501.mp4,0.9488256744574672,6กจ2543,suv,0.6480858055418889,mbk-14-11-vehicle-snapshot,2032,white,mbk-14-11-vehicle-snapshot_1714357801.mp4,0.9795325398445128,th-10,1543.5,333.5,1714357798,1714357834,[1],5,"[5, 6]",5
36.63499999046326,377.8682603900333,21,True,2024-04-29 02:30:37.635,15.457576445275976,2024-04-29 02:30:01,toyota,300,377.8682603900333,2024-04-29T09-30-37_FLAG_P_FID_300_OID_8g1_mbk-14-11-vehicle-snapshot_1714357801_1714357837_300.jpg,447,mbk-14-11_1714357801.mp4,0.9899877905845642,economy,,1มข4258,1613,0.9986649751663208,mbk-14-11-vehicle-snapshot_1714357801.mp4,0.9999635661303136,1มข4258,taxi,0.7028290761541529,mbk-14-11-vehicle-snapshot,2205,yellow,mbk-14-11-vehicle-snapshot_1714357801.mp4,0.9999960660934448,th-10,1909.0,234.0,1714357837,1714357873,[],0,[],0
37.46900010108948,51.526692708333485,28,False,2024-04-29 02:46:15.105,0.0,2024-04-29 02:45:01,,600,51.526692708333485,2024-04-29T09-46-15_FLAG_P_FID_600_OID_13g0_mbk-14-11-vehicle-snapshot_1714358701_1714358775_600.jpg,489,mbk-14-11_1714358701.mp4,,,,,1437,,mbk-14-11-vehicle-snapshot_1714358701.mp4,,,,,mbk-14-11-vehicle-snapshot,2207,,mbk-14-11-vehicle-snapshot_1714358701.mp4,,,1822.0,258.5,1714358775,1714358812,[],0,[],0
37.509000062942505,19.908040364583314,37,False,2024-04-29 02:49:22.572,270.0,2024-04-29 02:45:01,,2100,19.908040364583314,2024-04-29T09-49-22_FLAG_P_FID_2100_OID_13g1_mbk-14-11-vehicle-snapshot_1714358701_1714358962_2100.jpg,644,mbk-14-11_1714358701.mp4,,,,,1006,,mbk-14-11-vehicle-snapshot_1714358701.mp4,,,,,mbk-14-11-vehicle-snapshot,2011,,mbk-14-11-vehicle-snapshot_1714358701.mp4,,,1508.5,340.5,1714358962,1714358999,[],0,[22],2
2.838000059127808,0.0,39,False,2024-04-29 02:50:01.000,0.0,2024-04-29 02:50:01,,0,0.0,,644,mbk-14-11_1714359001.mp4,,,,,1004,,mbk-14-11-vehicle-snapshot_1714359001.mp4,,,,,mbk-14-11-vehicle-snapshot,1917,,mbk-14-11-vehicle-snapshot_1714359001.mp4,,,1460.5,341.5,1714359001,1714359003,[5],3,[],0
2.838000059127808,0.0,16,True,2024-04-29 02:55:02.000,0.0,2024-04-29 02:55:02,toyota,0,0.0,2024-04-29T09-55-02_FLAG_P_FID_0_OID_18g0_mbk-14-11-vehicle-snapshot_1714359302_1714359302_0.jpg,466,mbk-14-11_1714359302.mp4,0.999670147895813,economy,,1มก3392,1437,0.8506705164909363,mbk-14-11-vehicle-snapshot_1714359302.mp4,0.9998030079744316,1มก3392,taxi,0.7680920483729676,mbk-14-11-vehicle-snapshot,2205,yellow,mbk-14-11-vehicle-snapshot_1714359302.mp4,0.9999990463256836,th-10,1821.0,241.0,1714359302,1714359304,"[11, 12]",4,[23],3
37.50999999046326,34.14200755486013,0,True,2024-04-29 02:59:23.572,185.90614111377047,2024-04-29 02:55:02,honda,2100,34.14200755486013,2024-04-29T09-59-23_FLAG_P_FID_2100_OID_18g1_mbk-14-11-vehicle-snapshot_1714359302_1714359563_2100.jpg,288,mbk-14-11_1714359302.mp4,0.97058367729187,,,ฎษ589,1814,0.4113617539405823,mbk-14-11-vehicle-snapshot_1714359302.mp4,0.9882488313799948,ฎษ589,pickup,0.609149205109905,mbk-14-11-vehicle-snapshot,2261,white,mbk-14-11-vehicle-snapshot_1714359302.mp4,0.8338585495948792,th-10,2037.5,144.0,1714359563,1714359600,[],0,[],0
1.838000059127808,1.171061197916515,0,True,2024-04-29 03:20:01.000,180.0,2024-04-29 03:20:01,isuzu,0,1.171061197916515,2024-04-29T10-20-01_FLAG_P_FID_0_OID_6g0_mbk-14-11-vehicle-snapshot_1714360801_1714360801_0.jpg,592,mbk-14-11_1714360801.mp4,0.8454186916351318,,,339833,1315,0.7974277138710022,mbk-14-11-vehicle-snapshot_1714360801.mp4,0.9974394800408148,339833,van,0.8684855304167,mbk-14-11-vehicle-snapshot,2196,yellow,mbk-14-11-vehicle-snapshot_1714360801.mp4,0.9244814515113832,th-10,1755.5,296.0,1714360801,1714360802,[54],3,[],0
