is_plate_valid,travel_distance,vehicle_type_confidence,lifetime,ymin,plate_number,xmin,province_confidence,similarized_plate_number,plate_number_confidence,xmax,image_name,purchasing_power,province,camera,travel_displacement,timestamp,car_brand,travel_trajectory,frame_no,original_video_name,ymax,plate_color_confidence,vehicle_type,car_brand_confidence,plate_color,plate_image_name,timestamp_precise,true_video_name,video_name,xmid,ymid,timestamp_unix,timestamp_unix_end,reverse_count,cross_count
True,984.409274244927,0.7700267434120178,1.4800000190734863,0,302165,1155,0.7892816066741943,302165,0.8582720589790678,1611,2024-04-28T09-08-07_FLAG_P_FID_1503_OID_4g0_mbk-14-11-vehicle_1714269901_1714270087_1503.jpg,,,mbk-14-11-vehicle,977.9097270848024,2024-04-28 02:05:01,bike,191.2561083663088,1503,mbk-14-11-vehicle_1714269901.mp4,236,0.4615670998880011,motorbike,0.9842721223831176,yellow,,2024-04-28 02:08:07.953,mbk-14-11_1714269901.mp4,mbk-14-11-vehicle_1714269901.mp4,1383.0,118.0,1714270087,1714270088,0,0
True,946.3545879740464,0.4582691788673401,1.0,0,4กน6102,1098,0.9499409198760986,4กน6102,0.7053890900753588,1691,2024-04-28T09-08-56_FLAG_P_FID_1889_OID_5g0_mbk-14-11-vehicle_1714269901_1714270136_1889.jpg,economy,th-10,mbk-14-11-vehicle,935.0386516356612,2024-04-28 02:05:01,ford,194.5061557889325,1889,mbk-14-11-vehicle_1714269901.mp4,220,0.6292829253115882,hatchback,0.4671585857868194,white,,2024-04-28 02:08:56.179,mbk-14-11_1714269901.mp4,mbk-14-11-vehicle_1714269901.mp4,1394.5,110.0,1714270136,1714270137,0,0
True,878.5453100372719,0.8364752531051636,1.000999927520752,0,1มช1142,967,0.970341145992279,1มข1142,0.7758612581405595,1632,2024-04-28T09-12-38_FLAG_P_FID_1267_OID_8g0_mbk-14-11-vehicle_1714270201_1714270358_1267.jpg,economy,th-10,mbk-14-11-vehicle,871.7998102331292,2024-04-28 02:10:01,toyota,195.02561280243188,1267,mbk-14-11-vehicle_1714270201.mp4,236,0.6742753234428461,taxi,0.4179202318191528,yellow,,2024-04-28 02:12:38.481,mbk-14-11_1714270201.mp4,mbk-14-11-vehicle_1714270201.mp4,1299.5,118.0,1714270358,1714270359,0,0
True,844.4836172224482,0.7532547116279602,1.3599998950958252,0,ฮอ1753,970,0.8662186861038208,ธอ1753,0.7267721606237111,1691,2024-04-28T09-14-02_FLAG_P_FID_1943_OID_13g0_mbk-14-11-vehicle_1714270201_1714270442_1943.jpg,premium,th-10,mbk-14-11-vehicle,828.3070740112962,2024-04-28 02:10:01,toyota,190.2613747172344,1943,mbk-14-11-vehicle_1714270201.mp4,213,0.6548765828016332,van,0.9947226047515868,white,,2024-04-28 02:14:02.737,mbk-14-11_1714270201.mp4,mbk-14-11-vehicle_1714270201.mp4,1330.5,106.5,1714270442,1714270443,0,0
True,254.8192176692941,0.7774931788444519,0.0,0,1กผ1251,1059,0.9833646416664124,1กผ1251,0.9796025609531688,1740,2024-04-28T09-14-58_FLAG_P_FID_2408_OID_14g0_mbk-14-11-vehicle_1714270201_1714270498_2408.jpg,economy,th-10,mbk-14-11-vehicle,254.73474892106933,2024-04-28 02:15:01,mitsubishi,190.32840558730388,2408,mbk-14-11-vehicle_1714270201.mp4,278,0.4948507788216044,sedan,0.8325399160385132,white,,2024-04-28 02:14:58.722,mbk-14-11_1714270201.mp4,mbk-14-11-vehicle_1714270501.mp4,1399.5,139.0,1714270498,1714270498,0,0
True,1156.6299272007648,0.7774930596351624,1.6449556350708008,0,1กผ1251,1059,0.983364760875702,1กผ1251,0.9796025381445927,1740,2024-04-28T09-15-01_FLAG_P_FID_9_OID_15g0_mbk-14-11-vehicle_1714270501_1714270501_9.jpg,economy,th-10,mbk-14-11-vehicle,1136.7210614950327,2024-04-28 02:15:01,mitsubishi,193.46359107735628,9,mbk-14-11-vehicle_1714270501.mp4,278,0.4948507788216044,sedan,0.8325406312942505,white,,2024-04-28 02:15:01.245,mbk-14-11_1714270501.mp4,mbk-14-11-vehicle_1714270501.mp4,1399.5,139.0,1714270501,1714270502,0,0
True,1027.706603899348,0.9934525489807128,1.2390000820159912,0,ทฐ1326,988,0.996253252029419,ทฐ1326,0.9012430192234252,1686,2024-04-28T09-17-50_FLAG_P_FID_1362_OID_24g0_mbk-14-11-vehicle_1714270501_1714270670_1362.jpg,,th-10,mbk-14-11-vehicle,1015.9770877332612,2024-04-28 02:15:01,discard,195.99075353830736,1362,mbk-14-11-vehicle_1714270501.mp4,250,0.5230423822277525,pickup,0.8087114095687866,yellow,,2024-04-28 02:17:50.118,mbk-14-11_1714270501.mp4,mbk-14-11-vehicle_1714270501.mp4,1337.0,125.0,1714270670,1714270671,0,0
True,836.4946693536704,0.5833118557929993,0.999000072479248,0,1กร5956,944,0.8932048082351685,1กร5956,0.6512468999387643,1623,2024-04-28T09-18-01_FLAG_P_FID_1451_OID_25g0_mbk-14-11-vehicle_1714270501_1714270681_1451.jpg,economy,th-10,mbk-14-11-vehicle,829.3503026444008,2024-04-28 02:15:01,honda,194.0558653094584,1451,mbk-14-11-vehicle_1714270501.mp4,243,0.5565504888637254,sedan,0.8859056830406189,white,,2024-04-28 02:18:01.235,mbk-14-11_1714270501.mp4,mbk-14-11-vehicle_1714270501.mp4,1283.5,121.5,1714270681,1714270681,0,0
True,746.8761023188508,0.9999971389770508,33.312999963760376,0,2ฒพ3181,1023,0.9482793211936952,2ฒพ3181,0.9866681326883212,1822,2024-04-28T09-20-02_FLAG_P_FID_17_OID_28g0_mbk-14-11-vehicle_1714270801_1714270802_17.jpg,economy,th-10,mbk-14-11-vehicle,671.1662209701306,2024-04-28 02:20:01,toyota,194.4484362093288,17,mbk-14-11-vehicle_1714270801.mp4,339,0.6158511942874294,pickup,0.99810791015625,white,,2024-04-28 02:20:02.244,mbk-14-11_1714270801.mp4,mbk-14-11-vehicle_1714270801.mp4,1422.5,169.5,1714270802,1714270835,0,0
False,1137.7702148138726,0.9997026324272156,1.5190000534057615,0,10618,995,0.4524704813957214,10618,0.7060331612909885,1707,2024-04-28T09-24-18_FLAG_P_FID_2068_OID_33g0_mbk-14-11-vehicle_1714270801_1714271058_2068.jpg,economy,,mbk-14-11-vehicle,1122.3538741081863,2024-04-28 02:20:01,toyota,196.48737793580744,2068,mbk-14-11-vehicle_1714270801.mp4,285,0.4227420693432334,taxi,0.93092280626297,white,,2024-04-28 02:24:18.493,mbk-14-11_1714270801.mp4,mbk-14-11-vehicle_1714270801.mp4,1351.0,142.5,1714271058,1714271059,0,0
True,1079.4298609159075,0.3620932400226593,3.638999938964844,0,1ค6571,995,0.7984614968299866,1ค6571,0.7466804942782356,1768,2024-04-28T09-26-04_FLAG_P_FID_517_OID_41g0_mbk-14-11-vehicle_1714271101_1714271164_517.jpg,premium,th-10,mbk-14-11-vehicle,1050.5156544362435,2024-04-28 02:25:01,toyota,190.85899118123945,517,mbk-14-11-vehicle_1714271101.mp4,252,0.6763855347215336,van,0.9188320636749268,white,,2024-04-28 02:26:04.747,mbk-14-11_1714271101.mp4,mbk-14-11-vehicle_1714271101.mp4,1381.5,126.0,1714271164,1714271167,0,0
