travel_distance,lifetime,ymin,_id,xmin,id,xmax,image_name,camera,travel_displacement,timestamp,count_id,travel_trajectory,frame_no,original_video_name,ymax,tracking_id,parent_image_name,timestamp_precise,true_video_name,full_image_names,video_name
2858.4529693833115,35.990999937057495,0,662e9c7e8d1d64541ac41ef9,1922,163g0_mbk-14-14_1714323301_1714323405_841,2091,,mbk-14-14,2245.498777625011,2024-04-28 16:55:01,163g0,16.450245710768446,841,mbk-14-14_1714323301.mp4,379,163,,2024-04-28 16:56:45.215000,mbk-14-14_1714323301.mp4,[],mbk-14-14_1714323301.mp4
2628.5009089623413,36.269999980926514,0,662e9c0c8d1d64541ac19216,2087,114g0_mbk-14-13_1714323301_1714323399_796,2187,,mbk-14-13,2173.8104026619644,2024-04-28 16:55:01,114g0,12.538851377304988,796,mbk-14-13_1714323301.mp4,135,114,,2024-04-28 16:56:39.618000,mbk-14-13_1714323301.mp4,[],mbk-14-13_1714323301.mp4
2006.2656199780627,5.759000062942505,210,662e9a388d1d64541ab7d933,1579,42g0_mbk-14-11_1714322701_1714322901_1609,1785,,mbk-14-11,1943.365031800421,2024-04-28 16:45:01,42g0,4.215990774187242,1609,mbk-14-11_1714322701.mp4,723,42,,2024-04-28 16:48:21.188000,mbk-14-11_1714322701.mp4,[],mbk-14-11_1714322701.mp4
363.768285345191,2.758999824523926,0,662e9bf18d1d64541ac11a41,2400,150g0_mbk-14-14_1714322401_1714322580_1442,2465,,mbk-14-14,361.7802100518332,2024-04-28 16:40:01,150g0,355.54439716667366,1442,mbk-14-14_1714322401.mp4,96,150,,2024-04-28 16:43:00.315000,mbk-14-14_1714322401.mp4,[],mbk-14-14_1714322401.mp4
275.54742432365845,3.5190000534057617,0,662e89e88d1d64541a4a7268,2398,92g0_mbk-14-14_1714320901_1714321089_1517,2465,,mbk-14-14,228.38395648403971,2024-04-28 16:15:01,92g0,0.8814039965821377,1517,mbk-14-14_1714320901.mp4,93,92,,2024-04-28 16:18:09.711000,mbk-14-14_1714320901.mp4,[],mbk-14-14_1714320901.mp4
275.53635834670513,5.998999834060669,0,662e86f88d1d64541a331020,2108,11g0_mbk-14-13_1714320901_1714320951_411,2204,,mbk-14-13,143.63532242967975,2024-04-28 16:15:01,11g0,24.057349450011685,411,mbk-14-13_1714320901.mp4,135,11,,2024-04-28 16:15:51.551000,mbk-14-13_1714320901.mp4,[],mbk-14-13_1714320901.mp4
2336.314714787154,14.355000019073486,0,662e86f88d1d64541a331021,2079,15g0_mbk-14-13_1714320901_1714321074_1398,2173,,mbk-14-13,2192.863297112922,2024-04-28 16:15:01,15g0,15.550316828561591,1398,mbk-14-13_1714320901.mp4,206,15,,2024-04-28 16:17:54.757000,mbk-14-13_1714320901.mp4,[],mbk-14-13_1714320901.mp4
1381.5520406764344,8.757999897003174,0,662e86f88d1d64541a331026,2103,17g0_mbk-14-13_1714320901_1714321076_1413,2168,,mbk-14-13,1337.5241521286712,2024-04-28 16:15:01,17g0,3.5137502606049664,1413,mbk-14-13_1714320901.mp4,103,17,,2024-04-28 16:17:56.636000,mbk-14-13_1714320901.mp4,[],mbk-14-13_1714320901.mp4
2391.9525017702103,13.276000022888184,0,662e86f88d1d64541a33102a,1944,18g0_mbk-14-13_1714320901_1714321076_1412,2075,,mbk-14-13,2183.524546242649,2024-04-28 16:15:01,18g0,18.998559410438826,1412,mbk-14-13_1714320901.mp4,327,18,,2024-04-28 16:17:56.516000,mbk-14-13_1714320901.mp4,[],mbk-14-13_1714320901.mp4
1396.0755759449657,11.63700008392334,0,662e86f88d1d64541a33102e,2157,25g0_mbk-14-13_1714320901_1714321082_1461,2199,,mbk-14-13,1170.4813790830015,2024-04-28 16:15:01,25g0,13.71646932424552,1461,mbk-14-13_1714320901.mp4,60,25,,2024-04-28 16:18:02.635000,mbk-14-13_1714320901.mp4,[],mbk-14-13_1714320901.mp4
7529.709613106701,241.49699997901917,0,662e89d88d1d64541a4a152e,1960,32g0_mbk-14-14_1714320301_1714320429_1037,2119,,mbk-14-14,711.701784900161,2024-04-28 16:05:01,32g0,357.1705504363666,1037,mbk-14-14_1714320301.mp4,348,32,,2024-04-28 16:07:09.571000,mbk-14-14_1714320301.mp4,[],mbk-14-14_1714320301.mp4
7386.907163881,195.1100001335144,185,662e89d88d1d64541a4a1535,1397,33g0_mbk-14-14_1714320301_1714320422_981,1648,,mbk-14-14,628.1616365835965,2024-04-28 16:05:01,33g0,349.2556747636172,981,mbk-14-14_1714320301.mp4,822,33,,2024-04-28 16:07:02.571000,mbk-14-14_1714320301.mp4,[],mbk-14-14_1714320301.mp4
2216.255652534851,5.997999906539917,496,662e7f4e8d1d64541af40f98,1073,16g0_mbk-14-11_1714320001_1714320188_1507,1443,,mbk-14-11,2014.911780176174,2024-04-28 16:00:01,16g0,12.622717368948386,1507,mbk-14-11_1714320001.mp4,1056,16,,2024-04-28 16:03:08.312000,mbk-14-11_1714320001.mp4,[],mbk-14-11_1714320001.mp4
156.18506233999724,5.51800012588501,0,662e86f88d1d64541a3310e9,2110,16g0_mbk-14-13_1714319101_1714319181_650,2176,,mbk-14-13,18.217436913089074,2024-04-28 15:45:01,16g0,44.999999999999666,650,mbk-14-13_1714319101.mp4,44,16,,2024-04-28 15:46:21.342000,mbk-14-13_1714319101.mp4,[],mbk-14-13_1714319101.mp4
1829.8208343986034,4.999000072479248,409,662e7fb28d1d64541af7735b,1050,389g0_mbk-14-11_1714318501_1714318617_941,1366,,mbk-14-11,1757.8350239204995,2024-04-28 15:35:01,389g0,14.2306539950206,941,mbk-14-11_1714318501.mp4,1093,389,,2024-04-28 15:36:57.732000,mbk-14-11_1714318501.mp4,[],mbk-14-11_1714318501.mp4
1848.4525028102414,4.878999948501587,583,662e7fb28d1d64541af7735d,586,391g0_mbk-14-11_1714318501_1714318622_976,949,,mbk-14-11,1704.8998124486839,2024-04-28 15:35:01,391g0,338.0158877543553,976,mbk-14-11_1714318501.mp4,1288,391,,2024-04-28 15:37:02.091000,mbk-14-11_1714318501.mp4,[],mbk-14-11_1714318501.mp4
2643.1884182602184,15.355000019073486,437,662e89a98d1d64541a4895c8,362,604g0_mbk-14-14_1714318201_1714318268_551,838,,mbk-14-14,2261.629655918815,2024-04-28 15:30:01,604g0,215.15486090829253,551,mbk-14-14_1714318201.mp4,1203,604,,2024-04-28 15:31:08.986000,mbk-14-14_1714318201.mp4,[],mbk-14-14_1714318201.mp4
1689.18934475353,5.398000001907349,571,662e816a8d1d64541a057ea4,395,529g0_mbk-14-12_1714318201_1714318278_629,747,,mbk-14-12,1503.2165944356996,2024-04-28 15:30:01,529g0,228.47395730936924,629,mbk-14-12_1714318201.mp4,1175,529,,2024-04-28 15:31:18.744000,mbk-14-12_1714318201.mp4,[],mbk-14-12_1714318201.mp4
2392.7232410542906,10.754999876022339,128,662e7fac8d1d64541af74595,1883,376g0_mbk-14-11_1714318201_1714318280_647,2040,,mbk-14-11,2075.3851041659163,2024-04-28 15:30:01,376g0,217.1802656084495,647,mbk-14-11_1714318201.mp4,548,376,,2024-04-28 15:31:20.981000,mbk-14-11_1714318201.mp4,[],mbk-14-11_1714318201.mp4
1953.7941346097173,3.5989999771118164,498,662e89a08d1d64541a485d21,821,547g0_mbk-14-14_1714317901_1714317908_68,1273,,mbk-14-14,1871.743054478113,2024-04-28 15:25:01,547g0,222.99711256940546,68,mbk-14-14_1714317901.mp4,1135,547,,2024-04-28 15:25:08.643000,mbk-14-14_1714317901.mp4,[],mbk-14-14_1714317901.mp4
7508.147240988678,81.30200004577637,318,662e890b8d1d64541a42e459,952,447g0_mbk-14-14_1714317301_1714317569_2155,1292,,mbk-14-14,2137.590904714115,2024-04-28 15:20:01,447g0,13.75456305833108,2155,mbk-14-14_1714317301.mp4,1053,447,,2024-04-28 15:19:29.330000,mbk-14-14_1714317301.mp4,[],mbk-14-14_1714317601.mp4
2410.2967517456273,10.23799991607666,0,662e87318d1d64541a34b14c,2075,455g0_mbk-14-13_1714317601_1714317753_1231,2187,,mbk-14-13,2178.614505503369,2024-04-28 15:20:01,455g0,13.363964001372413,1231,mbk-14-13_1714317601.mp4,222,455,,2024-04-28 15:22:33.962000,mbk-14-13_1714317601.mp4,[],mbk-14-13_1714317601.mp4
3661.490852659885,45.62700009346008,0,662e89038d1d64541a42912d,2107,381g0_mbk-14-14_1714317301_1714317344_356,2227,,mbk-14-14,2087.6014339572275,2024-04-28 15:15:01,381g0,215.57130426451513,356,mbk-14-14_1714317301.mp4,264,381,,2024-04-28 15:15:44.633000,mbk-14-14_1714317301.mp4,[],mbk-14-14_1714317301.mp4
1741.8383725422007,12.117000102996826,388,662e89038d1d64541a429130,1212,439g0_mbk-14-14_1714317301_1714317491_1535,1369,,mbk-14-14,1339.669954310694,2024-04-28 15:15:01,439g0,26.363464043439155,1535,mbk-14-14_1714317301.mp4,1119,439,,2024-04-28 15:18:11.831000,mbk-14-14_1714317301.mp4,[],mbk-14-14_1714317301.mp4
1162.0793716104401,29.752000093460083,0,662e872d8d1d64541a3492e0,2061,436g0_mbk-14-13_1714317301_1714317569_2158,2180,,mbk-14-13,377.6014151374275,2024-04-28 15:15:01,436g0,349.4567536053137,2158,mbk-14-13_1714317301.mp4,241,436,,2024-04-28 15:19:29.650000,mbk-14-13_1714317301.mp4,[],mbk-14-13_1714317301.mp4
903.3996779303054,5.478999853134155,309,662e7f9f8d1d64541af6fa47,1787,327g0_mbk-14-11_1714317301_1714317529_1836,2005,,mbk-14-11,481.89275012973883,2024-04-28 15:15:01,327g0,17.246044895489852,1836,mbk-14-11_1714317301.mp4,822,327,,2024-04-28 15:18:49.580000,mbk-14-11_1714317301.mp4,[],mbk-14-11_1714317301.mp4
2754.633882706689,7.998000144958496,0,662e88fa8d1d64541a4239aa,2145,289g0_mbk-14-14_1714317001_1714317028_226,2231,,mbk-14-14,2024.6052994710478,2024-04-28 15:10:01,289g0,215.86899719190419,226,mbk-14-14_1714317001.mp4,238,289,,2024-04-28 15:10:28.357000,mbk-14-14_1714317001.mp4,[],mbk-14-14_1714317001.mp4
504.3788169689981,4.759000062942505,0,662e88fa8d1d64541a4239af,2112,304g0_mbk-14-14_1714317001_1714317090_725,2229,,mbk-14-14,387.98195950570266,2024-04-28 15:10:01,304g0,330.72703133705585,725,mbk-14-14_1714317001.mp4,252,304,,2024-04-28 15:11:30.739000,mbk-14-14_1714317001.mp4,[],mbk-14-14_1714317001.mp4
416.6102235522858,4.239000082015991,0,662e88fa8d1d64541a4239b5,2208,346g0_mbk-14-14_1714317001_1714317242_1937,2297,,mbk-14-14,356.2028609425983,2024-04-28 15:10:01,346g0,337.98871680208066,1937,mbk-14-14_1714317001.mp4,215,346,,2024-04-28 15:14:02.177000,mbk-14-14_1714317001.mp4,[],mbk-14-14_1714317001.mp4
389.0192293730037,3.7190001010894775,0,662e88fa8d1d64541a4239b2,2128,339g0_mbk-14-14_1714317001_1714317208_1671,2243,,mbk-14-14,317.21711262828046,2024-04-28 15:10:01,339g0,343.70595254340105,1671,mbk-14-14_1714317001.mp4,243,339,,2024-04-28 15:13:28.947000,mbk-14-14_1714317001.mp4,[],mbk-14-14_1714317001.mp4
482.0899114457841,4.5980000495910645,0,662e88fa8d1d64541a4239b8,2182,356g0_mbk-14-14_1714317001_1714317258_2066,2301,,mbk-14-14,385.7131433597044,2024-04-28 15:10:01,356g0,331.33400773255977,2066,mbk-14-14_1714317001.mp4,220,356,,2024-04-28 15:14:18.292000,mbk-14-14_1714317001.mp4,[],mbk-14-14_1714317001.mp4
1387.7482276068074,3.878999948501587,93,662e87168d1d64541a3414d5,2007,293g0_mbk-14-13_1714317001_1714317038_309,2115,,mbk-14-13,1347.539362260004,2024-04-28 15:10:01,293g0,223.8380445553381,309,mbk-14-13_1714317001.mp4,302,293,,2024-04-28 15:10:38.755000,mbk-14-13_1714317001.mp4,[],mbk-14-13_1714317001.mp4
3467.129085428024,15.634999990463257,0,662e814a8d1d64541a041056,2079,295g0_mbk-14-12_1714316701_1714316996_2369,2166,,mbk-14-12,182.14801969259165,2024-04-28 15:10:01,295g0,347.7508765802442,2369,mbk-14-12_1714316701.mp4,149,295,,2024-04-28 15:09:56.163000,mbk-14-12_1714316701.mp4,[],mbk-14-12_1714317001.mp4
794.4242807002233,0.880000114440918,473,662e814a8d1d64541a04105f,206,350g0_mbk-14-12_1714317001_1714317106_851,447,,mbk-14-12,725.0798255289325,2024-04-28 15:10:01,350g0,205.03366461027196,851,mbk-14-12_1714317001.mp4,1292,350,,2024-04-28 15:11:46.495000,mbk-14-12_1714317001.mp4,[],mbk-14-12_1714317001.mp4
2481.517140416436,13.635999917984009,447,662e814a8d1d64541a04105b,208,346g0_mbk-14-12_1714317001_1714317112_902,597,,mbk-14-12,1827.313326330076,2024-04-28 15:10:01,346g0,213.97522013544113,902,mbk-14-12_1714317001.mp4,1077,346,,2024-04-28 15:11:52.853000,mbk-14-12_1714317001.mp4,[],mbk-14-12_1714317001.mp4
1061.0137277622018,2.4000000953674316,461,662e814a8d1d64541a041062,206,378g0_mbk-14-12_1714317001_1714317172_1383,430,,mbk-14-12,1022.1345218688548,2024-04-28 15:10:01,378g0,226.3926538639435,1383,mbk-14-12_1714317001.mp4,1105,378,,2024-04-28 15:12:52.998000,mbk-14-12_1714317001.mp4,[],mbk-14-12_1714317001.mp4
2165.166981389958,7.23799991607666,96,662e7ec18d1d64541aeee99f,1942,282g0_mbk-14-11_1714317001_1714317224_1797,2085,,mbk-14-11,1994.0803119216148,2024-04-28 15:10:01,282g0,5.1213165107786125,1797,mbk-14-11_1714317001.mp4,487,282,,2024-04-28 15:13:44.582000,mbk-14-11_1714317001.mp4,[],mbk-14-11_1714317001.mp4
3031.5285284120887,23.713000059127808,522,662e7ec18d1d64541aeee996,801,274g0_mbk-14-11_1714317001_1714317193_1550,1139,,mbk-14-11,1915.6900452355028,2024-04-28 15:10:01,274g0,215.24452400240827,1550,mbk-14-11_1714317001.mp4,1241,274,,2024-04-28 15:13:13.751000,mbk-14-11_1714317001.mp4,[],mbk-14-11_1714317001.mp4
1555.2863578794688,5.398000001907349,126,662e7ec18d1d64541aeee9a4,1860,285g0_mbk-14-11_1714317001_1714317235_1883,2000,,mbk-14-11,1398.7810075819802,2024-04-28 15:10:01,285g0,7.214262039206761,1883,mbk-14-11_1714317001.mp4,545,285,,2024-04-28 15:13:55.339000,mbk-14-11_1714317001.mp4,[],mbk-14-11_1714317001.mp4
2537.1352800254463,11.75600004196167,597,662e88ea8d1d64541a41b993,414,170g0_mbk-14-14_1714316701_1714316726_214,821,,mbk-14-14,2263.2626271154527,2024-04-28 15:05:01,170g0,213.15560747305656,214,mbk-14-14_1714316701.mp4,1208,170,,2024-04-28 15:05:26.878000,mbk-14-14_1714316701.mp4,[],mbk-14-14_1714316701.mp4
