lifetime,travel_displacement,ymin,is_plate_valid,timestamp_precise,travel_trajectory,timestamp,car_brand,parent_image_name,frame_no,count_id,plate_number_definition,travel_distance,image_name,plate_representative_vehicle_image_name,ymax,vehicle_type_model,true_video_name,_id,id,province_confidence,purchasing_power,plate_image_name,plate_number,xmin,car_brand_confidence,original_video_name,plate_number_confidence,similarized_plate_number,vehicle_type,tracking_id,plate_color_confidence,camera,car_brand_model,xmax,plate_color,full_image_names,video_name,vehicle_type_confidence,province
74.9779999256134,3.703220664861884,545,False,2024-04-29 16:56:52.494000,341.56505117707854,2024-04-29 16:55:01,discard,2024-04-29T23-56-52_FLAG_P_FID_900_OID_1g0_mbk-14-14-vehicle-snapshot_1714409701_1714409812_900.jpg,900,1g0,na,3.703220664861884,2024-04-29T23-56-52_FLAG_P_FID_900_OID_1g0_mbk-14-14-vehicle-snapshot_1714409701_1714409812_900.jpg,,976,vehicle-type/default-surveillance/all_all-bidirectional_vehicle-type_2.1.1_efficientnetb4_v1.1.0_vom-pc_epoch-28_val-loss-0.1210_val-acc-0.9747.h5,mbk-14-14_1714409701.mp4,662fdce08d1d64541a95fd3e,1g0_mbk-14-14-vehicle-snapshot_1714409701_1714409812_900,,NA,,,1966,0.9999746084213257,mbk-14-14-vehicle-snapshot_1714409701.mp4,,,other,1,,mbk-14-14-vehicle-snapshot,car-brand-classifier/default-surveillance/all-racha-classes_all-bidirectional_vehicle-brand_2.0.3_efficientnetb4_v1.0.0_epoch-44_val-loss-0.1539_val-acc-0.9620.h5,2276,,['2024-04-29T23-56-52_FLAG_P_FID_900_OID_1g0_mbk-14-14-vehicle-snapshot_1714409701_1714409812_900.jpg'],mbk-14-14-vehicle-snapshot_1714409701.mp4,0.4478603005409241,
0.48000001907348633,560.4295638259548,35,False,2024-04-29 16:57:40.840000,205.76189192526772,2024-04-29 16:55:01,bike,2024-04-29T23-57-40_FLAG_P_FID_1286_OID_15g0_mbk-14-13-vehicle_1714409701_1714409860_1286.jpg,1286,15g0,na,563.4545105570852,2024-04-29T23-57-40_FLAG_P_FID_1286_OID_15g0_mbk-14-13-vehicle_1714409701_1714409860_1286.jpg,,351,vehicle-type/default-surveillance/all_all-bidirectional_vehicle-type_2.1.1_efficientnetb4_v1.1.0_vom-pc_epoch-28_val-loss-0.1210_val-acc-0.9747.h5,mbk-14-13_1714409701.mp4,662fdb5a8d1d64541a8a774e,15g0_mbk-14-13-vehicle_1714409701_1714409860_1286,,NA,,,840,0.9696109890937805,mbk-14-13-vehicle_1714409701.mp4,,,motorbike,15,,mbk-14-13-vehicle,car-brand-classifier/default-surveillance/all-racha-classes_all-bidirectional_vehicle-brand_2.0.3_efficientnetb4_v1.0.0_epoch-44_val-loss-0.1539_val-acc-0.9620.h5,1229,,['2024-04-29T23-57-40_FLAG_P_FID_1286_OID_15g0_mbk-14-13-vehicle_1714409701_1714409860_1286.jpg'],mbk-14-13-vehicle_1714409701.mp4,0.9994706511497498,
0.5190000534057617,267.76359744811606,145,False,2024-04-29 16:57:42.719000,231.92721812600917,2024-04-29 16:55:01,bike,2024-04-29T23-57-42_FLAG_P_FID_1301_OID_34g0_mbk-14-12-vehicle_1714409701_1714409862_1301.jpg,1301,34g0,na,292.05994680800393,2024-04-29T23-57-42_FLAG_P_FID_1301_OID_34g0_mbk-14-12-vehicle_1714409701_1714409862_1301.jpg,,580,vehicle-type/default-surveillance/all_all-bidirectional_vehicle-type_2.1.1_efficientnetb4_v1.1.0_vom-pc_epoch-28_val-loss-0.1210_val-acc-0.9747.h5,mbk-14-12_1714409701.mp4,662fd98c8d1d64541a7e080c,34g0_mbk-14-12-vehicle_1714409701_1714409862_1301,,NA,,,1320,0.9407376050949097,mbk-14-12-vehicle_1714409701.mp4,,,motorbike,34,,mbk-14-12-vehicle,car-brand-classifier/default-surveillance/all-racha-classes_all-bidirectional_vehicle-brand_2.0.3_efficientnetb4_v1.0.0_epoch-44_val-loss-0.1539_val-acc-0.9620.h5,1648,,['2024-04-29T23-57-42_FLAG_P_FID_1301_OID_34g0_mbk-14-12-vehicle_1714409701_1714409862_1301.jpg'],mbk-14-12-vehicle_1714409701.mp4,0.9999057054519653,
150.9170000553131,2.618572444354019,100,False,2024-04-29 16:55:01,116.56505117707687,2024-04-29 16:55:01,discard,2024-04-29T23-55-01_FLAG_P_FID_0_OID_2g5_mbk-14-11-vehicle-snapshot_1714409701_1714409701_0.jpg,0,2g5,na,2.618572444354019,2024-04-29T23-55-01_FLAG_P_FID_0_OID_2g5_mbk-14-11-vehicle-snapshot_1714409701_1714409701_0.jpg,,749,vehicle-type/default-surveillance/all_all-bidirectional_vehicle-type_2.1.1_efficientnetb4_v1.1.0_vom-pc_epoch-28_val-loss-0.1210_val-acc-0.9747.h5,mbk-14-11_1714409701.mp4,662fe61f8d1d64541acfa7b1,2g5_mbk-14-11-vehicle-snapshot_1714409701_1714409701_0,,NA,,,264,0.9995402097702026,mbk-14-11-vehicle-snapshot_1714409701.mp4,,,taxi,2,,mbk-14-11-vehicle-snapshot,car-brand-classifier/default-surveillance/all-racha-classes_all-bidirectional_vehicle-brand_2.0.3_efficientnetb4_v1.0.0_epoch-44_val-loss-0.1539_val-acc-0.9620.h5,1090,,['2024-04-29T23-55-01_FLAG_P_FID_0_OID_2g5_mbk-14-11-vehicle-snapshot_1714409701_1714409701_0.jpg'],mbk-14-11-vehicle-snapshot_1714409701.mp4,0.6319621205329895,
37.46900010108948,2.618572444354044,100,False,2024-04-29 16:56:15.104000,153.434948822922,2024-04-29 16:55:01,discard,2024-04-29T23-56-15_FLAG_P_FID_600_OID_2g6_mbk-14-11-vehicle-snapshot_1714409701_1714409775_600.jpg,600,2g6,na,2.618572444354044,2024-04-29T23-56-15_FLAG_P_FID_600_OID_2g6_mbk-14-11-vehicle-snapshot_1714409701_1714409775_600.jpg,,751,vehicle-type/default-surveillance/all_all-bidirectional_vehicle-type_2.1.1_efficientnetb4_v1.1.0_vom-pc_epoch-28_val-loss-0.1210_val-acc-0.9747.h5,mbk-14-11_1714409701.mp4,662fe61f8d1d64541acfa7b2,2g6_mbk-14-11-vehicle-snapshot_1714409701_1714409775_600,,NA,,,264,0.999247670173645,mbk-14-11-vehicle-snapshot_1714409701.mp4,,,taxi,2,,mbk-14-11-vehicle-snapshot,car-brand-classifier/default-surveillance/all-racha-classes_all-bidirectional_vehicle-brand_2.0.3_efficientnetb4_v1.0.0_epoch-44_val-loss-0.1539_val-acc-0.9620.h5,1093,,['2024-04-29T23-56-15_FLAG_P_FID_600_OID_2g6_mbk-14-11-vehicle-snapshot_1714409701_1714409775_600.jpg'],mbk-14-11-vehicle-snapshot_1714409701.mp4,0.40347757935523987,
37.55000019073486,1.6561306284625796,98,False,2024-04-29 16:57:30.163000,135.0,2024-04-29 16:55:01,discard,2024-04-29T23-57-30_FLAG_P_FID_1200_OID_2g7_mbk-14-11-vehicle-snapshot_1714409701_1714409850_1200.jpg,1200,2g7,na,1.6561306284625796,2024-04-29T23-57-30_FLAG_P_FID_1200_OID_2g7_mbk-14-11-vehicle-snapshot_1714409701_1714409850_1200.jpg,,749,vehicle-type/default-surveillance/all_all-bidirectional_vehicle-type_2.1.1_efficientnetb4_v1.1.0_vom-pc_epoch-28_val-loss-0.1210_val-acc-0.9747.h5,mbk-14-11_1714409701.mp4,662fe61f8d1d64541acfa7b6,2g7_mbk-14-11-vehicle-snapshot_1714409701_1714409850_1200,,NA,,,264,0.9990529417991638,mbk-14-11-vehicle-snapshot_1714409701.mp4,,,taxi,2,,mbk-14-11-vehicle-snapshot,car-brand-classifier/default-surveillance/all-racha-classes_all-bidirectional_vehicle-brand_2.0.3_efficientnetb4_v1.0.0_epoch-44_val-loss-0.1539_val-acc-0.9620.h5,1090,,['2024-04-29T23-57-30_FLAG_P_FID_1200_OID_2g7_mbk-14-11-vehicle-snapshot_1714409701_1714409850_1200.jpg'],mbk-14-11-vehicle-snapshot_1714409701.mp4,0.5543665289878845,
37.47000002861023,0.0,100,False,2024-04-29 16:58:45.142000,0.0,2024-04-29 16:55:01,discard,2024-04-29T23-58-45_FLAG_P_FID_1800_OID_2g8_mbk-14-11-vehicle-snapshot_1714409701_1714409925_1800.jpg,1800,2g8,na,0.0,2024-04-29T23-58-45_FLAG_P_FID_1800_OID_2g8_mbk-14-11-vehicle-snapshot_1714409701_1714409925_1800.jpg,,751,vehicle-type/default-surveillance/all_all-bidirectional_vehicle-type_2.1.1_efficientnetb4_v1.1.0_vom-pc_epoch-28_val-loss-0.1210_val-acc-0.9747.h5,mbk-14-11_1714409701.mp4,662fe61f8d1d64541acfa7ba,2g8_mbk-14-11-vehicle-snapshot_1714409701_1714409925_1800,,NA,,,264,0.9993730187416077,mbk-14-11-vehicle-snapshot_1714409701.mp4,,,taxi,2,,mbk-14-11-vehicle-snapshot,car-brand-classifier/default-surveillance/all-racha-classes_all-bidirectional_vehicle-brand_2.0.3_efficientnetb4_v1.0.0_epoch-44_val-loss-0.1539_val-acc-0.9620.h5,1093,,['2024-04-29T23-58-45_FLAG_P_FID_1800_OID_2g8_mbk-14-11-vehicle-snapshot_1714409701_1714409925_1800.jpg'],mbk-14-11-vehicle-snapshot_1714409701.mp4,0.45479616522789,
35.50999999046326,1.1710611979167425,103,False,2024-04-29 16:59:58.161000,180.0,2024-04-29 16:55:01,discard,2024-04-29T23-59-58_FLAG_P_FID_2400_OID_2g9_mbk-14-11-vehicle-snapshot_1714409701_1714409998_2400.jpg,2400,2g9,na,1.1710611979167425,2024-04-29T23-59-58_FLAG_P_FID_2400_OID_2g9_mbk-14-11-vehicle-snapshot_1714409701_1714409998_2400.jpg,,749,vehicle-type/default-surveillance/all_all-bidirectional_vehicle-type_2.1.1_efficientnetb4_v1.1.0_vom-pc_epoch-28_val-loss-0.1210_val-acc-0.9747.h5,mbk-14-11_1714409701.mp4,662fe61f8d1d64541acfa7bd,2g9_mbk-14-11-vehicle-snapshot_1714409701_1714409998_2400,,NA,,,264,0.9991044402122498,mbk-14-11-vehicle-snapshot_1714409701.mp4,,,pickup,2,,mbk-14-11-vehicle-snapshot,car-brand-classifier/default-surveillance/all-racha-classes_all-bidirectional_vehicle-brand_2.0.3_efficientnetb4_v1.0.0_epoch-44_val-loss-0.1539_val-acc-0.9620.h5,1093,,['2024-04-29T23-59-58_FLAG_P_FID_2400_OID_2g9_mbk-14-11-vehicle-snapshot_1714409701_1714409998_2400.jpg'],mbk-14-11-vehicle-snapshot_1714409701.mp4,0.34900861978530884,
2.0,318.82127671345484,194,False,2024-04-29 16:57:45.039000,220.82956347515787,2024-04-29 16:55:01,bike,2024-04-29T23-57-45_FLAG_P_FID_1319_OID_28g0_mbk-14-11-vehicle_1714409701_1714409865_1319.jpg,1319,28g0,na,326.99306182033735,2024-04-29T23-57-45_FLAG_P_FID_1319_OID_28g0_mbk-14-11-vehicle_1714409701_1714409865_1319.jpg,,519,vehicle-type/default-surveillance/all_all-bidirectional_vehicle-type_2.1.1_efficientnetb4_v1.1.0_vom-pc_epoch-28_val-loss-0.1210_val-acc-0.9747.h5,mbk-14-11_1714409701.mp4,662fe61f8d1d64541acfab85,28g0_mbk-14-11-vehicle_1714409701_1714409865_1319,,NA,,,1822,0.9159581661224365,mbk-14-11-vehicle_1714409701.mp4,,,motorbike,28,,mbk-14-11-vehicle,car-brand-classifier/default-surveillance/all-racha-classes_all-bidirectional_vehicle-brand_2.0.3_efficientnetb4_v1.0.0_epoch-44_val-loss-0.1539_val-acc-0.9620.h5,2054,,['2024-04-29T23-57-45_FLAG_P_FID_1319_OID_28g0_mbk-14-11-vehicle_1714409701_1714409865_1319.jpg'],mbk-14-11-vehicle_1714409701.mp4,0.9999802112579346,
36.670000076293945,0.0,103,False,2024-04-29 16:49:59.242000,0.0,2024-04-29 16:50:01,discard,2024-04-29T23-49-59_FLAG_P_FID_2400_OID_2g2_mbk-14-11-vehicle-snapshot_1714409101_1714409399_2400.jpg,2400,2g2,na,0.0,2024-04-29T23-49-59_FLAG_P_FID_2400_OID_2g2_mbk-14-11-vehicle-snapshot_1714409101_1714409399_2400.jpg,,751,vehicle-type/default-surveillance/all_all-bidirectional_vehicle-type_2.1.1_efficientnetb4_v1.1.0_vom-pc_epoch-28_val-loss-0.1210_val-acc-0.9747.h5,mbk-14-11_1714409101.mp4,662fd7c88d1d64541a713cf3,2g2_mbk-14-11-vehicle-snapshot_1714409101_1714409399_2400,,NA,,,266,0.9987561702728271,mbk-14-11-vehicle-snapshot_1714409101.mp4,,,van,2,,mbk-14-11-vehicle-snapshot,car-brand-classifier/default-surveillance/all-racha-classes_all-bidirectional_vehicle-brand_2.0.3_efficientnetb4_v1.0.0_epoch-44_val-loss-0.1539_val-acc-0.9620.h5,1093,,['2024-04-29T23-49-59_FLAG_P_FID_2400_OID_2g2_mbk-14-11-vehicle-snapshot_1714409101_1714409399_2400.jpg'],mbk-14-11-vehicle-snapshot_1714409401.mp4,0.29695796966552734,
