timestamp_precise,_id,id,count_id,ymax,ymin,travel_distance,travel_trajectory,original_video_name,xmin,parent_image_name,image_name,timestamp,frame_no,lifetime,true_video_name,camera,travel_displacement,video_name,xmax,full_image_names,tracking_id
2024-04-29 16:57:43.839000,662fda258d1d64541a821630,310g0_mbk-14-12_1714409701_1714409863_1310,310g0,1222,452,1624.3667084603876,217.87498365109818,mbk-14-12_1714409701.mp4,330,,,2024-04-29 16:55:01,1310,1.5989999771118164,mbk-14-12_1714409701.mp4,mbk-14-12,1588.906086990572,mbk-14-12_1714409701.mp4,789,[],310
2024-04-29 16:45:29.997000,662fdd218d1d64541a979cd2,184g0_mbk-14-14_1714409101_1714409129_239,184g0,100,0,436.50988744598874,355.48192861037927,mbk-14-14_1714409101.mp4,2383,,,2024-04-29 16:45:01,239,3.759000062942505,mbk-14-14_1714409101.mp4,mbk-14-14,431.1191461132569,mbk-14-14_1714409101.mp4,2449,[],184
2024-04-29 16:45:37.555000,662fdbf58d1d64541a8f1499,543g0_mbk-14-13_1714409101_1714409137_299,543g0,480,44,8052.897421317406,19.271324148344437,mbk-14-13_1714409101.mp4,1754,,,2024-04-29 16:45:01,299,221.3420000076294,mbk-14-13_1714409101.mp4,mbk-14-13,507.3952898215646,mbk-14-13_1714409101.mp4,1913,[],543
2024-04-29 16:42:21.606000,662fdd128d1d64541a9752f9,155g0_mbk-14-14_1714408801_1714408941_1132,155g0,187,0,768.7320205913375,338.6293777306568,mbk-14-14_1714408801.mp4,2283,,,2024-04-29 16:40:01,1132,2.5199999809265137,mbk-14-14_1714408801.mp4,mbk-14-14,173.53846798529068,mbk-14-14_1714408801.mp4,2386,[],155
2024-04-29 16:44:08.296000,662fdd128d1d64541a975300,176g0_mbk-14-14_1714408801_1714409048_1986,176g0,96,0,588.8190425093985,359.24944320363574,mbk-14-14_1714408801.mp4,2402,,,2024-04-29 16:40:01,1986,6.997999906539917,mbk-14-14_1714408801.mp4,mbk-14-14,536.3920509105355,mbk-14-14_1714408801.mp4,2463,[],176
2024-04-29 16:34:10.296000,662fdc048d1d64541a8f7624,467g0_mbk-14-13_1714408201_1714408450_2002,467g0,370,28,3835.764800290925,317.66123504818694,mbk-14-13_1714408201.mp4,1873,,,2024-04-29 16:40:01,2002,69.3030002117157,mbk-14-13_1714408201.mp4,mbk-14-13,624.206377312883,mbk-14-13_1714408801.mp4,2068,[],467
2024-04-29 16:34:48.045000,662fdc048d1d64541a8f7628,481g0_mbk-14-13_1714408201_1714408488_2304,481g0,517,67,4150.994817287628,216.65674980338574,mbk-14-13_1714408201.mp4,1716,,,2024-04-29 16:40:01,2304,35.43300008773804,mbk-14-13_1714408201.mp4,mbk-14-13,1951.704097619134,mbk-14-13_1714408801.mp4,1862,[],481
2024-04-29 16:35:06.643000,662fdc048d1d64541a8f762b,497g0_mbk-14-13_1714408501_1714408506_52,497g0,215,2,849.8953782205043,345.5864022988151,mbk-14-13_1714408501.mp4,2061,,,2024-04-29 16:40:01,52,8.242000102996826,mbk-14-13_1714408501.mp4,mbk-14-13,258.75153011933367,mbk-14-13_1714408801.mp4,2194,[],497
2024-04-29 16:43:25.469000,662fdc048d1d64541a8f7630,573g0_mbk-14-13_1714408801_1714409005_1643,573g0,744,156,1358.0917446937744,320.22759578073817,mbk-14-13_1714408801.mp4,1459,,,2024-04-29 16:40:01,1643,7.757999897003174,mbk-14-13_1714408801.mp4,mbk-14-13,1036.0788155536004,mbk-14-13_1714408801.mp4,1620,[],573
2024-04-29 16:44:03.818000,662fdc048d1d64541a8f7636,587g0_mbk-14-13_1714408801_1714409043_1950,587g0,707,133,2374.5188149214064,214.98487207564483,mbk-14-13_1714408801.mp4,1426,,,2024-04-29 16:40:01,1950,7.238000154495239,mbk-14-13_1714408801.mp4,mbk-14-13,1537.9672039263678,mbk-14-13_1714408801.mp4,1726,[],587
