lifetime,travel_displacement,ymin,is_plate_valid,timestamp_precise,travel_trajectory,timestamp,car_brand,frame_no,travel_distance,image_name,ymax,true_video_name,province_confidence,purchasing_power,plate_image_name,plate_number,xmin,car_brand_confidence,original_video_name,plate_number_confidence,similarized_plate_number,vehicle_type,plate_color_confidence,camera,xmax,plate_color,video_name,vehicle_type_confidence,province,xmid,ymid,timestamp_unix,timestamp_unix_end,cluster_cross_list,cross_count,cluster_reverse_list,reverse_count
36.63499999046326,0.0,2,False,2024-04-29 02:00:37.635,0.0,2024-04-29 02:00:01,discard,300,0.0,2024-04-29T09-00-37_FLAG_P_FID_300_OID_1g0_mbk-14-12-vehicle-snapshot_1714356001_1714356037_300.jpg,1124,mbk-14-12_1714356001.mp4,,,,,282,0.9999938011169434,mbk-14-12-vehicle-snapshot_1714356001.mp4,,,bus,,mbk-14-12-vehicle-snapshot,1978,,mbk-14-12-vehicle-snapshot_1714356001.mp4,0.9896447658538818,,1130.0,563.0,1714356037,1714356073,[],0,[],0
74.10500001907349,7.123287175373648,0,False,2024-04-29 02:01:15.105,189.4623222080256,2024-04-29 02:00:01,bike,600,8.197428385416664,2024-04-29T09-01-15_FLAG_P_FID_600_OID_2g0_mbk-14-12-vehicle-snapshot_1714356001_1714356075_600.jpg,84,mbk-14-12_1714356001.mp4,,,,,1966,0.5871127247810364,mbk-14-12-vehicle-snapshot_1714356001.mp4,,,motorbike,,mbk-14-12-vehicle-snapshot,2257,,mbk-14-12-vehicle-snapshot_1714356001.mp4,0.5450577139854431,,2111.5,42.0,1714356075,1714356149,[],0,[],0
37.509000062942505,14.101444172267351,0,False,2024-04-29 02:01:52.614,94.76364169072647,2024-04-29 02:00:01,discard,900,14.101444172267351,2024-04-29T09-01-52_FLAG_P_FID_900_OID_1g1_mbk-14-12-vehicle-snapshot_1714356001_1714356112_900.jpg,1098,mbk-14-12_1714356001.mp4,,,,,282,0.9999892711639404,mbk-14-12-vehicle-snapshot_1714356001.mp4,,,bus,,mbk-14-12-vehicle-snapshot,1976,,mbk-14-12-vehicle-snapshot_1714356001.mp4,0.995342493057251,,1129.0,549.0,1714356112,1714356149,[],0,[],0
37.4689998626709,6.306357550021763,0,False,2024-04-29 02:03:07.593,201.8014094863516,2024-04-29 02:00:01,discard,1500,6.306357550021763,2024-04-29T09-03-07_FLAG_P_FID_1500_OID_1g2_mbk-14-12-vehicle-snapshot_1714356001_1714356187_1500.jpg,1126,mbk-14-12_1714356001.mp4,,,,,280,0.9999969005584716,mbk-14-12-vehicle-snapshot_1714356001.mp4,,,bus,,mbk-14-12-vehicle-snapshot,1969,,mbk-14-12-vehicle-snapshot_1714356001.mp4,0.9936439990997314,,1124.5,563.0,1714356187,1714356224,[],0,[],0
37.46900010108948,1.1710611979167425,2,False,2024-04-29 02:04:22.572,270.0,2024-04-29 02:00:01,discard,2100,1.1710611979167425,2024-04-29T09-04-22_FLAG_P_FID_2100_OID_1g3_mbk-14-12-vehicle-snapshot_1714356001_1714356262_2100.jpg,1124,mbk-14-12_1714356001.mp4,,,,,282,0.9999964237213136,mbk-14-12-vehicle-snapshot_1714356001.mp4,,,bus,,mbk-14-12-vehicle-snapshot,1978,,mbk-14-12-vehicle-snapshot_1714356001.mp4,0.9450475573539734,,1130.0,563.0,1714356262,1714356299,[],0,[],0
36.634000062942505,3.703220664861848,2,False,2024-04-29 02:05:37.634,71.56505117708022,2024-04-29 02:05:01,discard,300,3.703220664861848,2024-04-29T09-05-37_FLAG_P_FID_300_OID_1g0_mbk-14-12-vehicle-snapshot_1714356301_1714356337_300.jpg,1117,mbk-14-12_1714356301.mp4,,,,,282,0.999990463256836,mbk-14-12-vehicle-snapshot_1714356301.mp4,,,bus,,mbk-14-12-vehicle-snapshot,1980,,mbk-14-12-vehicle-snapshot_1714356301.mp4,0.9044041633605956,,1131.0,559.5,1714356337,1714356373,[],0,[],0
37.50999999046326,12.934793704209511,0,False,2024-04-29 02:06:52.613,185.19442890773456,2024-04-29 02:05:01,discard,900,12.934793704209511,2024-04-29T09-06-52_FLAG_P_FID_900_OID_1g1_mbk-14-12-vehicle-snapshot_1714356301_1714356412_900.jpg,1124,mbk-14-12_1714356301.mp4,,,,,282,0.9999986886978148,mbk-14-12-vehicle-snapshot_1714356301.mp4,,,bus,,mbk-14-12-vehicle-snapshot,1847,,mbk-14-12-vehicle-snapshot_1714356301.mp4,0.5607560873031616,,1064.5,562.0,1714356412,1714356449,[],0,[0],4
37.46900010108948,324.24017959818354,630,False,2024-04-29 02:31:15.104,205.4544482017703,2024-04-29 02:30:01,discard,600,324.24017959818354,2024-04-29T09-31-15_FLAG_P_FID_600_OID_8g0_mbk-14-12-vehicle-snapshot_1714357801_1714357875_600.jpg,1426,mbk-14-12_1714357801.mp4,,,,,278,0.9982788562774658,mbk-14-12-vehicle-snapshot_1714357801.mp4,,,hatchback,,mbk-14-12-vehicle-snapshot,594,,mbk-14-12-vehicle-snapshot_1714357801.mp4,0.7000696063041687,,436.0,1028.0,1714357875,1714357912,"[23, 24]",5,[],0
37.46900010108948,68.08288355320401,480,False,2024-04-29 02:46:15.104,93.9451862290376,2024-04-29 02:45:01,discard,600,68.08288355320401,2024-04-29T09-46-15_FLAG_P_FID_600_OID_11g0_mbk-14-12-vehicle-snapshot_1714358701_1714358775_600.jpg,1180,mbk-14-12_1714358701.mp4,,,,,278,0.9996883869171144,mbk-14-12-vehicle-snapshot_1714358701.mp4,,,hatchback,,mbk-14-12-vehicle-snapshot,708,,mbk-14-12-vehicle-snapshot_1714358701.mp4,0.4098665416240692,,493.0,830.0,1714358775,1714358812,[],0,[],0
2.7980000972747803,0.0,416,False,2024-04-29 02:55:02.000,0.0,2024-04-29 02:55:02,bike,0,0.0,2024-04-29T09-55-02_FLAG_P_FID_0_OID_15g0_mbk-14-12-vehicle-snapshot_1714359302_1714359302_0.jpg,1346,mbk-14-12_1714359302.mp4,,,,,280,0.9562910199165344,mbk-14-12-vehicle-snapshot_1714359302.mp4,,,motorbike,,mbk-14-12-vehicle-snapshot,924,,mbk-14-12-vehicle-snapshot_1714359302.mp4,0.9306229948997498,,602.0,881.0,1714359302,1714359304,[],0,[31],2
