vehicle_type_confidence,true_video_name,timestamp_precise,plate_color,original_video_name,vehicle_type,car_brand,province,xmin,frame_no,lifetime,province_confidence,ymin,timestamp,ymax,plate_number_confidence,plate_number,xmax,similarized_plate_number,travel_trajectory,travel_distance,image_name,purchasing_power,plate_color_confidence,travel_displacement,video_name,car_brand_confidence,is_plate_valid,plate_image_name,camera,xmid,ymid,timestamp_unix,timestamp_unix_end,reverse_count,cross_count
0.3945259153842926,mbk-14-11_1719799201.mp4,2024-07-01 02:04:42.561,white,mbk-14-11-vehicle_1719799201.mp4,van,toyota,th-10,1574,2255,19.753999948501587,0.8662282228469849,0,2024-07-01 02:00:01,449,0.9997639129601348,ฮฮ4001,2260,ธธ4001,203.30739951376745,1268.7157563650608,2024-07-01T09-04-42_FLAG_P_FID_2255_OID_10g0_mbk-14-11-vehicle_1719799201_1719799482_2255.jpg,premium,0.5555450257804836,1133.5787711339483,mbk-14-11-vehicle_1719799201.mp4,0.9856268763542176,True,,mbk-14-11-vehicle,1917.0,224.5,1719799482,1719799501,0,0
0.8788180947303772,mbk-14-11_1719802501.mp4,2024-07-01 02:55:18.395,yellow,mbk-14-11-vehicle_1719802501.mp4,other,bike,,1070,141,3.358999967575073,0.9782395958900452,4,2024-07-01 02:55:01,356,0.6053272910841012,ก4430,1735,ก4430,187.9588591656128,1619.7393659089091,2024-07-01T09-55-18_FLAG_P_FID_141_OID_93g0_mbk-14-11-vehicle_1719802501_1719802518_141.jpg,,0.4706513787002957,1606.950725973157,mbk-14-11-vehicle_1719802501.mp4,0.9975333213806152,True,,mbk-14-11-vehicle,1402.5,180.0,1719802518,1719802521,0,0
0.9999212026596068,mbk-14-11_1719802501.mp4,2024-07-01 02:56:51.969,white,mbk-14-11-vehicle_1719802501.mp4,sedan,suzuki,th-10,1504,890,31.47099995613098,0.8650117516517639,7,2024-07-01 02:55:01,459,0.9999585941164012,ญพ8751,2077,ญพ8751,205.5113270005588,1458.2296748643964,2024-07-01T09-56-51_FLAG_P_FID_890_OID_95g0_mbk-14-11-vehicle_1719802501_1719802611_890.jpg,economy,0.149803995850935,1082.177139760404,mbk-14-11-vehicle_1719802501.mp4,0.5139667391777039,True,,mbk-14-11-vehicle,1790.5,233.0,1719802611,1719802642,1,4
0.7519200444221497,mbk-14-11_1719802501.mp4,2024-07-01 02:59:41.963,white,mbk-14-11-vehicle_1719802501.mp4,pickup,isuzu,th-10,1023,2250,1.3999998569488523,0.526626706123352,0,2024-07-01 02:55:01,224,0.4976284626502171,ฆว45,1733,ฆว45,191.29608957032409,976.9940708369236,2024-07-01T09-59-41_FLAG_P_FID_2250_OID_110g0_mbk-14-11-vehicle_1719802501_1719802781_2250.jpg,economy,0.5692161285794318,950.5793077909868,mbk-14-11-vehicle_1719802501.mp4,0.9882680773735046,True,,mbk-14-11-vehicle,1378.0,112.0,1719802781,1719802782,0,0
0.5985410213470459,mbk-14-11_1719803401.mp4,2024-07-01 03:11:35.134,white,mbk-14-11-vehicle_1719803401.mp4,van,toyota,th-10,1040,755,2.638999938964844,0.9247159361839294,0,2024-07-01 03:10:01,215,0.9703894496871468,ฮต4666,1698,ธด4666,194.9414339227056,903.6044186775082,2024-07-01T10-11-35_FLAG_P_FID_755_OID_10g0_mbk-14-11-vehicle_1719803401_1719803495_755.jpg,premium,0.7203848615400563,862.9727873472812,mbk-14-11-vehicle_1719803401.mp4,0.9851480722427368,True,,mbk-14-11-vehicle,1369.0,107.5,1719803495,1719803497,2,0
0.961571216583252,mbk-14-11_1719803401.mp4,2024-07-01 03:13:57.494,white,mbk-14-11-vehicle_1719803401.mp4,hatchback,toyota,th-10,1351,1894,36.62999987602234,0.999583899974823,0,2024-07-01 03:10:01,398,0.9548103593997028,2ขฌ9745,2014,2ขณ9745,190.59049307366485,1755.688985518052,2024-07-01T10-13-57_FLAG_P_FID_1894_OID_18g0_mbk-14-11-vehicle_1719803401_1719803637_1894.jpg,economy,0.3891173377712344,1554.718152841679,mbk-14-11-vehicle_1719803401.mp4,0.9999880790710448,True,,mbk-14-11-vehicle,1682.5,199.0,1719803637,1719803673,0,0
0.9627371430397034,mbk-14-11_1719803701.mp4,2024-07-01 03:16:29.136,white,mbk-14-11-vehicle_1719803701.mp4,van,honda,,1272,707,54.9850001335144,0.507182240486145,0,2024-07-01 03:15:01,407,0.7981144386481418,ฎษ9925,2201,ฎษ9925,187.4431355202526,3562.2720027499777,2024-07-01T10-16-29_FLAG_P_FID_707_OID_22g0_mbk-14-11-vehicle_1719803701_1719803789_707.jpg,premium,0.4616372447538737,1726.6402862205057,mbk-14-11-vehicle_1719803701.mp4,0.7089043855667114,True,,mbk-14-11-vehicle,1736.5,203.5,1719803789,1719803843,0,0
0.9865293502807616,mbk-14-11_1719803701.mp4,2024-07-01 03:16:39.253,white,mbk-14-11-vehicle_1719803701.mp4,sedan,mercedes,th-10,1040,788,4.2790000438690186,0.9745195508003236,0,2024-07-01 03:15:01,281,0.6738197554279277,1กข9881,1773,1กข9881,193.23726779920065,1203.2452123929063,2024-07-01T10-16-39_FLAG_P_FID_788_OID_29g0_mbk-14-11-vehicle_1719803701_1719803799_788.jpg,luxury,0.5749578556745413,1181.3709244471393,mbk-14-11-vehicle_1719803701.mp4,0.9161937832832336,True,,mbk-14-11-vehicle,1406.5,140.5,1719803799,1719803803,0,0
0.9991994500160216,mbk-14-11_1719803701.mp4,2024-07-01 03:17:12.963,yellow,mbk-14-11-vehicle_1719803701.mp4,taxi,mitsubishi,th-10,960,1058,1.999000072479248,0.5779409408569336,0,2024-07-01 03:15:01,285,0.9288562794440424,12224,1714,12224,191.70090949812305,1202.7791793755666,2024-07-01T10-17-12_FLAG_P_FID_1058_OID_32g0_mbk-14-11-vehicle_1719803701_1719803832_1058.jpg,economy,0.7964981635881256,1177.9740621545354,mbk-14-11-vehicle_1719803701.mp4,0.3697605431079864,False,,mbk-14-11-vehicle,1337.0,142.5,1719803832,1719803833,0,0
0.6928835511207581,mbk-14-11_1719803701.mp4,2024-07-01 03:17:15.723,yellow,mbk-14-11-vehicle_1719803701.mp4,pickup,toyota,th-10,1061,1080,1.7590000629425049,0.8653291463851929,0,2024-07-01 03:15:01,210,0.5774222273916274,สฎ1137,1714,ลฎ1137,189.8823903809753,906.2848153596271,2024-07-01T10-17-15_FLAG_P_FID_1080_OID_33g0_mbk-14-11-vehicle_1719803701_1719803835_1080.jpg,economy,0.5950491585701412,866.5615484062248,mbk-14-11-vehicle_1719803701.mp4,0.7025811076164246,True,,mbk-14-11-vehicle,1387.5,105.0,1719803835,1719803836,0,0
