vehicle_type_confidence,true_video_name,timestamp_precise,plate_color,original_video_name,vehicle_type,car_brand,province,xmin,frame_no,lifetime,province_confidence,ymin,timestamp,ymax,plate_number_confidence,plate_number,xmax,similarized_plate_number,travel_trajectory,travel_distance,image_name,purchasing_power,plate_color_confidence,travel_displacement,video_name,car_brand_confidence,is_plate_valid,plate_image_name,camera,xmid,ymid,timestamp_unix,timestamp_unix_end,reverse_count,cross_count
0.9275113344192504,mbk-14-13_1719799501.mp4,2024-07-01 02:07:01.687,yellow,mbk-14-13-vehicle_1719799501.mp4,taxi,discard,,489,967,1.3600001335144043,0.5364061594009399,0,2024-07-01 02:05:01,360,0.4490933273881198,1ก5558,1325,1ก5558,199.16682365641435,1143.9247566211602,2024-07-01T09-07-01_FLAG_P_FID_967_OID_8g0_mbk-14-13-vehicle_1719799501_1719799621_967.jpg,,0.4827898296914958,1130.6855121671313,mbk-14-13-vehicle_1719799501.mp4,0.9992268085479736,True,,mbk-14-13-vehicle,907.0,180.0,1719799621,1719799622,0,0
0.98808354139328,mbk-14-13_1719799501.mp4,2024-07-01 02:07:18.082,red,mbk-14-13-vehicle_1719799501.mp4,pickup,toyota,,587,1098,1.6000001430511477,0.9986969828605652,0,2024-07-01 02:05:01,325,0.4851319191081563,ก255,1409,ก255,197.17490055593495,1204.356634604404,2024-07-01T09-07-18_FLAG_P_FID_1098_OID_9g0_mbk-14-13-vehicle_1719799501_1719799638_1098.jpg,economy,0.4500228457617158,1161.9813060165152,mbk-14-13-vehicle_1719799501.mp4,0.492451548576355,True,,mbk-14-13-vehicle,998.0,162.5,1719799638,1719799639,0,0
0.6330670118331909,mbk-14-13_1719799501.mp4,2024-07-01 02:07:48.394,white,mbk-14-13-vehicle_1719799501.mp4,sedan,discard,,573,1340,3.999000072479248,0.4817515015602112,0,2024-07-01 02:05:01,367,0.5508397479394724,กข9025,1520,กข9025,200.0615723445428,1546.454300037239,2024-07-01T09-07-48_FLAG_P_FID_1340_OID_13g0_mbk-14-13-vehicle_1719799501_1719799668_1340.jpg,,0.3096326934150108,1461.1390212785368,mbk-14-13-vehicle_1719799501.mp4,0.8099807500839233,True,,mbk-14-13-vehicle,1046.5,183.5,1719799668,1719799671,0,0
0.6644012331962585,mbk-14-13_1719799800.mp4,2024-07-01 02:10:39.989,yellow,mbk-14-13-vehicle_1719799800.mp4,sedan,toyota,th-10,1185,322,21.23200011253357,0.9974824786186218,0,2024-07-01 02:10:00,470,0.9999404253583218,ทห4495,1906,ทท4495,209.97477842055105,2064.207420431929,2024-07-01T09-10-39_FLAG_P_FID_322_OID_16g0_mbk-14-13-vehicle_1719799800_1719799839_322.jpg,economy,0.4405344245006126,1954.820716776488,mbk-14-13-vehicle_1719799800.mp4,0.999963879585266,True,,mbk-14-13-vehicle,1545.5,235.0,1719799839,1719799860,0,0
0.902799129486084,mbk-14-13_1719799800.mp4,2024-07-01 02:14:38.925,yellow,mbk-14-13-vehicle_1719799800.mp4,taxi,discard,,637,2234,1.6399998664855957,0.9004626274108887,0,2024-07-01 02:10:00,313,0.582324554061714,32200,1421,32200,202.13549187810037,1283.8211978459103,2024-07-01T09-14-38_FLAG_P_FID_2234_OID_23g0_mbk-14-13-vehicle_1719799800_1719800078_2234.jpg,,0.7099692714671838,1268.034344443208,mbk-14-13-vehicle_1719799800.mp4,0.971193253993988,False,,mbk-14-13-vehicle,1029.0,156.5,1719800078,1719800079,0,0
0.9177339673042296,mbk-14-13_1719800701.mp4,2024-07-01 02:25:08.760,white,mbk-14-13-vehicle_1719800701.mp4,pickup,mitsubishi,th-10,662,64,3.120000123977661,0.9999223947525024,0,2024-07-01 02:25:01,370,0.992148611651966,1ขด2614,1367,1ขด2614,216.7234417089878,1413.3713835169085,2024-07-01T09-25-08_FLAG_P_FID_64_OID_38g0_mbk-14-13-vehicle_1719800701_1719800708_64.jpg,economy,0.1776128499941689,1282.784626952342,mbk-14-13-vehicle_1719800701.mp4,0.9999896287918092,True,,mbk-14-13-vehicle,1014.5,185.0,1719800708,1719800711,0,0
0.7835572361946106,mbk-14-13_1719801601.mp4,2024-07-01 02:41:56.008,white,mbk-14-13-vehicle_1719801601.mp4,pickup,discard,,534,923,1.999000072479248,0.731698215007782,0,2024-07-01 02:40:01,353,0.5469178022370133,กจ40,1356,กจ40,204.60721924898667,1115.7236184446613,2024-07-01T09-41-56_FLAG_P_FID_923_OID_58g0_mbk-14-13-vehicle_1719801601_1719801716_923.jpg,,0.1072181810404006,1088.390350615996,mbk-14-13-vehicle_1719801601.mp4,0.9829337000846864,True,,mbk-14-13-vehicle,945.0,176.5,1719801716,1719801717,0,0
0.5181982517242432,mbk-14-13_1719801901.mp4,2024-07-01 02:45:08.878,white,mbk-14-13-vehicle_1719801901.mp4,sedan,bmw,th-10,672,65,7.357999801635742,0.9999284744262696,0,2024-07-01 02:45:01,332,0.9998479885691745,9กก6333,1400,9กก6333,224.34001198428027,1843.6829622048847,2024-07-01T09-45-08_FLAG_P_FID_65_OID_70g0_mbk-14-13-vehicle_1719801901_1719801908_65.jpg,luxury,0.2338950408649212,1509.6632227229543,mbk-14-13-vehicle_1719801901.mp4,0.9584203958511353,True,,mbk-14-13-vehicle,1036.0,166.0,1719801908,1719801915,0,0
1.0,mbk-14-13_1719801901.mp4,2024-07-01 02:49:30.685,white,mbk-14-13-vehicle_1719801901.mp4,tuktuk,discard,,969,2160,41.710999965667725,0.3901157677173614,0,2024-07-01 02:55:01,707,0.9999840855159614,สก3671,1414,ลก3671,228.90527656131255,5220.101821621934,2024-07-01T09-49-30_FLAG_P_FID_2160_OID_94g0_mbk-14-13-vehicle_1719801901_1719802170_2160.jpg,,0.6856426374500773,899.7119219497627,mbk-14-13-vehicle_1719802501.mp4,0.9997499585151672,True,,mbk-14-13-vehicle,1191.5,353.5,1719802170,1719802211,1,5
0.4940189123153686,mbk-14-13_1719803401.mp4,2024-07-01 03:13:22.504,red,mbk-14-13-vehicle_1719803401.mp4,pickup,toyota,th-10,651,1615,1.6389999389648438,0.9965083003044128,0,2024-07-01 03:10:01,363,0.9851142159315291,2ขณ9745,1330,2ขณ9745,217.48093360877104,1144.5305549222544,2024-07-01T10-13-22_FLAG_P_FID_1615_OID_26g0_mbk-14-13-vehicle_1719803401_1719803602_1615.jpg,economy,0.1171617332837126,1120.0666236140598,mbk-14-13-vehicle_1719803401.mp4,0.9999865293502808,True,,mbk-14-13-vehicle,990.5,181.5,1719803602,1719803603,0,0
