vehicle_type_confidence,true_video_name,timestamp_precise,plate_color,original_video_name,vehicle_type,car_brand,province,xmin,frame_no,lifetime,province_confidence,ymin,timestamp,ymax,plate_number_confidence,plate_number,xmax,similarized_plate_number,travel_trajectory,travel_distance,image_name,purchasing_power,plate_color_confidence,travel_displacement,video_name,car_brand_confidence,is_plate_valid,plate_image_name,camera,xmid,ymid,timestamp_unix,timestamp_unix_end,reverse_count,cross_count
0.423212468624115,mbk-14-14_1719799800.mp4,2024-07-01 02:10:37.509,yellow,mbk-14-14-vehicle_1719799800.mp4,bus,toyota,th-10,1145,302,3.358999967575073,0.9810552597045898,0,2024-07-01 02:10:00,267,0.9994161229937384,ทห4495,1794,ทท4495,212.34098283243668,1508.7387922339265,2024-07-01T09-10-37_FLAG_P_FID_302_OID_13g0_mbk-14-14-vehicle_1719799800_1719799837_302.jpg,,0.413718711018738,1462.30285646432,mbk-14-14-vehicle_1719799800.mp4,0.9999325275421144,True,,mbk-14-14-vehicle,1469.5,133.5,1719799837,1719799840,0,0
0.9825528860092164,mbk-14-14_1719803701.mp4,2024-07-01 03:17:04.125,yellow,mbk-14-14-vehicle_1719803701.mp4,taxi,toyota,th-10,1365,987,1026.364000082016,0.8730868697166443,0,2024-07-01 03:15:01,395,0.999995864319671,มฎ2296,2112,มฎ2296,204.3695366650872,7430.188626304816,2024-07-01T10-17-04_FLAG_P_FID_987_OID_1g0_mbk-14-14-vehicle_1719803701_1719803824_987.jpg,economy,0.7455966902680145,1790.8470359762175,mbk-14-14-vehicle_1719803701.mp4,0.9992461204528807,True,,mbk-14-14-vehicle,1738.5,197.5,1719803824,1719804850,0,2
0.970339834690094,mbk-14-14_1719806101.mp4,2024-07-01 03:57:15.483,white,mbk-14-14-vehicle_1719806101.mp4,pickup,toyota,th-10,1145,1078,6.238000154495239,0.9837664365768432,0,2024-07-01 03:55:01,213,0.9999954274247558,1นจ6479,1749,1นจ6479,214.5552592746369,1317.4515397377388,2024-07-01T10-57-15_FLAG_P_FID_1078_OID_132g0_mbk-14-14-vehicle_1719806101_1719806235_1078.jpg,economy,0.7574638066694103,1183.0343999163435,mbk-14-14-vehicle_1719806101.mp4,0.8792259097099304,True,,mbk-14-14-vehicle,1447.0,106.5,1719806235,1719806241,1,1
0.5708510875701904,mbk-14-14_1719806401.mp4,2024-07-01 04:04:26.765,yellow,mbk-14-14-vehicle_1719806401.mp4,pickup,toyota,th-30,1342,2130,41.39400005340576,0.480179488658905,0,2024-07-01 04:10:01,423,0.9999847265320077,300436,2145,300436,202.1451800382233,3613.345818172733,2024-07-01T11-04-26_FLAG_P_FID_2130_OID_27g0_mbk-14-14-vehicle_1719806401_1719806666_2130.jpg,economy,0.7955907046575044,1848.448415145004,mbk-14-14-vehicle_1719807001.mp4,0.9921820163726808,True,,mbk-14-14-vehicle,1743.5,211.5,1719806666,1719806707,2,1
0.9810144901275636,mbk-14-14_1719807001.mp4,2024-07-01 04:10:09.518,white,mbk-14-14-vehicle_1719807001.mp4,pickup,discard,th-10,1311,70,6.639000177383423,0.968450963497162,0,2024-07-01 04:10:01,419,0.9999991105116884,ฮอ2033,2145,ธอ2033,205.6035803216178,1880.8002035187308,2024-07-01T11-10-09_FLAG_P_FID_70_OID_28g0_mbk-14-14-vehicle_1719807001_1719807009_70.jpg,,0.7253107517318205,1810.2121421004724,mbk-14-14-vehicle_1719807001.mp4,0.4184862077236175,True,,mbk-14-14-vehicle,1728.0,209.5,1719807009,1719807015,0,0
0.5088031888008118,mbk-14-14_1719807001.mp4,2024-07-01 04:12:15.122,white,mbk-14-14-vehicle_1719807001.mp4,pickup,discard,th-10,1412,1075,60.58300018310547,0.979397475719452,0,2024-07-01 04:10:01,414,0.999456133724366,ฮย1626,2014,ธย1626,205.47060090676575,6201.1449473758,2024-07-01T11-12-15_FLAG_P_FID_1075_OID_48g0_mbk-14-14-vehicle_1719807001_1719807135_1075.jpg,,0.7040768387665312,1590.2873092300024,mbk-14-14-vehicle_1719807001.mp4,0.8660920262336731,True,,mbk-14-14-vehicle,1713.0,207.0,1719807135,1719807195,6,1
0.4521524012088775,mbk-14-14_1719807901.mp4,2024-07-01 04:27:46.514,yellow,mbk-14-14-vehicle_1719807901.mp4,pickup,toyota,th-67,1323,1326,36.509000062942505,0.4423005580902099,0,2024-07-01 04:25:01,402,0.9999982622840016,300436,2129,300436,201.9314627347781,2603.451213668358,2024-07-01T11-27-46_FLAG_P_FID_1326_OID_98g0_mbk-14-14-vehicle_1719807901_1719808066_1326.jpg,economy,0.8332704253285353,1724.4670414661084,mbk-14-14-vehicle_1719807901.mp4,0.9959186911582948,True,,mbk-14-14-vehicle,1726.0,201.0,1719808066,1719808102,0,2
0.8768079876899719,mbk-14-14_1719808801.mp4,2024-07-01 04:41:20.379,yellow,mbk-14-14-vehicle_1719808801.mp4,pickup,toyota,,1372,637,156.9559998512268,0.9886547327041626,0,2024-07-01 04:40:01,428,0.997679538283211,335937,2194,335937,201.45877644890965,7139.53225335537,2024-07-01T11-41-20_FLAG_P_FID_637_OID_10g0_mbk-14-14-vehicle_1719808801_1719808880_637.jpg,economy,0.7471544585091203,1818.2206307158651,mbk-14-14-vehicle_1719808801.mp4,0.9714240431785583,True,,mbk-14-14-vehicle,1783.0,214.0,1719808880,1719809036,1,12
0.4916455745697021,mbk-14-14_1719808801.mp4,2024-07-01 04:43:57.693,white,mbk-14-14-vehicle_1719808801.mp4,pickup,toyota,th-14,1372,1896,421.33000016212463,0.9999498128890992,0,2024-07-01 04:50:01,400,0.9999961623396972,นค6807,2063,นค6807,204.5262565378108,6234.986676875186,2024-07-01T11-43-57_FLAG_P_FID_1896_OID_30g0_mbk-14-14-vehicle_1719808801_1719809037_1896.jpg,economy,0.5046080377073393,1619.3028416358063,mbk-14-14-vehicle_1719809401.mp4,0.9534388780593872,True,,mbk-14-14-vehicle,1717.5,200.0,1719809037,1719809458,0,2
0.9725674390792848,mbk-14-14_1719809701.mp4,2024-07-01 04:56:20.617,white,mbk-14-14-vehicle_1719809701.mp4,pickup,honda,th-10,1389,639,46.58699989318848,0.9778995513916016,0,2024-07-01 04:55:01,416,0.9999956028144238,ฮอ2033,2159,ธอ2033,204.19735537191875,2157.284696670229,2024-07-01T11-56-20_FLAG_P_FID_639_OID_48g0_mbk-14-14-vehicle_1719809701_1719809780_639.jpg,,0.719235733280376,1711.388850661983,mbk-14-14-vehicle_1719809701.mp4,0.9293896555900574,True,,mbk-14-14-vehicle,1774.0,208.0,1719809780,1719809826,0,0
