is_plate_valid,travel_distance,vehicle_type_confidence,lifetime,ymin,plate_number,xmin,province_confidence,similarized_plate_number,plate_number_confidence,xmax,image_name,purchasing_power,province,camera,travel_displacement,timestamp,car_brand,travel_trajectory,frame_no,original_video_name,ymax,plate_color_confidence,vehicle_type,car_brand_confidence,plate_color,plate_image_name,timestamp_precise,true_video_name,video_name,xmid,ymid,timestamp_unix,timestamp_unix_end,cluster_cross_list,cross_count,cluster_reverse_list,reverse_count
False,38.99827202782224,0.5153205990791321,37.58999991416931,2,,294,,,,1521,2024-04-28T09-26-52_FLAG_P_FID_900_OID_6g0_mbk-14-14-vehicle-snapshot_1714271101_1714271212_900.jpg,,,mbk-14-14-vehicle-snapshot,38.99827202782224,2024-04-28 02:25:01,discard,221.34777721969368,900,mbk-14-14-vehicle-snapshot_1714271101.mp4,1124,,motorbike,0.7090758681297302,,,2024-04-28 02:26:52.694,mbk-14-14_1714271101.mp4,mbk-14-14-vehicle-snapshot_1714271101.mp4,907.5,563.0,1714271212,1714271249,[],0,[2],3
True,1.171061197916515,0.647079586982727,37.50800013542175,0,ทห1490,1999,0.9668529629707336,ทท1490,0.9945750630757084,2329,2024-04-28T10-04-22_FLAG_P_FID_2100_OID_1g0_mbk-14-14-vehicle-snapshot_1714273201_1714273462_2100.jpg,,th-10,mbk-14-14-vehicle-snapshot,1.171061197916515,2024-04-28 03:00:01,discard,0.0,2100,mbk-14-14-vehicle-snapshot_1714273201.mp4,117,0.5582900503581105,truck,0.9459604620933532,yellow,,2024-04-28 03:04:22.572,mbk-14-14_1714273201.mp4,mbk-14-14-vehicle-snapshot_1714273201.mp4,2164.0,58.5,1714273462,1714273499,[63],5,[29],4
False,0.0,0.4080892205238342,37.4689998626709,1107,,1732,,,,1896,2024-04-28T10-12-30_FLAG_P_FID_1200_OID_4g0_mbk-14-14-vehicle-snapshot_1714273801_1714273950_1200.jpg,,,mbk-14-14-vehicle-snapshot,0.0,2024-04-28 03:10:01,discard,0.0,1200,mbk-14-14-vehicle-snapshot_1714273801.mp4,1267,,other,0.99899822473526,,,2024-04-28 03:12:30.083,mbk-14-14_1714273801.mp4,mbk-14-14-vehicle-snapshot_1714273801.mp4,1814.0,1187.0,1714273950,1714273987,[90],6,"[50, 51]",5
False,2.3421223958333712,0.5107370615005493,37.50999999046326,793,,1952,,,,2147,2024-04-28T10-13-07_FLAG_P_FID_1500_OID_5g0_mbk-14-14-vehicle-snapshot_1714273801_1714273987_1500.jpg,,,mbk-14-14-vehicle-snapshot,2.3421223958333712,2024-04-28 03:10:01,discard,270.0,1500,mbk-14-14-vehicle-snapshot_1714273801.mp4,957,,van,0.9999991655349731,,,2024-04-28 03:13:07.593,mbk-14-14_1714273801.mp4,mbk-14-14-vehicle-snapshot_1714273801.mp4,2049.5,875.0,1714273987,1714274024,[],0,[],0
False,2.342122395833485,0.4045208096504211,37.46900010108948,1107,,1732,,,,1896,2024-04-28T10-13-45_FLAG_P_FID_1800_OID_4g1_mbk-14-14-vehicle-snapshot_1714273801_1714274025_1800.jpg,,,mbk-14-14-vehicle-snapshot,2.342122395833485,2024-04-28 03:10:01,discard,90.0,1800,mbk-14-14-vehicle-snapshot_1714273801.mp4,1267,,sedan,0.999055802822113,,,2024-04-28 03:13:45.062,mbk-14-14_1714273801.mp4,mbk-14-14-vehicle-snapshot_1714273801.mp4,1814.0,1187.0,1714274025,1714274062,[],0,[],0
False,1.1710611979166288,0.5140282511711121,37.50999999046326,791,,1952,,,,2147,2024-04-28T10-14-22_FLAG_P_FID_2100_OID_5g1_mbk-14-14-vehicle-snapshot_1714273801_1714274062_2100.jpg,,,mbk-14-14-vehicle-snapshot,1.1710611979166288,2024-04-28 03:10:01,discard,90.0,2100,mbk-14-14-vehicle-snapshot_1714273801.mp4,955,,van,0.9999992847442628,,,2024-04-28 03:14:22.572,mbk-14-14_1714273801.mp4,mbk-14-14-vehicle-snapshot_1714273801.mp4,2049.5,873.0,1714274062,1714274099,[],0,[],0
False,0.0,0.4346386790275574,36.11100006103516,1110,,1732,,,,1896,2024-04-28T10-14-58_FLAG_P_FID_2400_OID_4g2_mbk-14-14-vehicle-snapshot_1714273801_1714274098_2400.jpg,,,mbk-14-14-vehicle-snapshot,0.0,2024-04-28 03:15:01,discard,0.0,2400,mbk-14-14-vehicle-snapshot_1714273801.mp4,1269,,sedan,0.9990234375,,,2024-04-28 03:14:58.683,mbk-14-14_1714273801.mp4,mbk-14-14-vehicle-snapshot_1714274101.mp4,1814.0,1189.5,1714274098,1714274134,[],0,[],0
False,0.0,0.5347124338150024,38.95199990272522,791,,1952,,,,2147,2024-04-28T10-15-37_FLAG_P_FID_300_OID_5g2_mbk-14-14-vehicle-snapshot_1714274101_1714274137_300.jpg,,,mbk-14-14-vehicle-snapshot,0.0,2024-04-28 03:15:01,discard,0.0,300,mbk-14-14-vehicle-snapshot_1714274101.mp4,955,,van,0.9999992847442628,,,2024-04-28 03:15:37.635,mbk-14-14_1714274101.mp4,mbk-14-14-vehicle-snapshot_1714274101.mp4,2049.5,873.0,1714274137,1714274175,[],0,[],0
False,0.0,0.6468573808670044,37.46900010108948,1107,,1732,,,,1896,2024-04-28T10-16-15_FLAG_P_FID_600_OID_4g3_mbk-14-14-vehicle-snapshot_1714274101_1714274175_600.jpg,,,mbk-14-14-vehicle-snapshot,0.0,2024-04-28 03:15:01,discard,0.0,600,mbk-14-14-vehicle-snapshot_1714274101.mp4,1271,,sedan,0.9953081011772156,,,2024-04-28 03:16:15.104,mbk-14-14_1714274101.mp4,mbk-14-14-vehicle-snapshot_1714274101.mp4,1814.0,1189.0,1714274175,1714274212,[],0,[],0
False,37.27213873051125,0.3599164187908172,37.508999824523926,0,,290,,,,1625,2024-04-28T10-38-07_FLAG_P_FID_1500_OID_13g0_mbk-14-14-vehicle-snapshot_1714275301_1714275487_1500.jpg,,,mbk-14-14-vehicle-snapshot,37.27213873051125,2024-04-28 03:35:01,discard,226.27303002005652,1500,mbk-14-14-vehicle-snapshot_1714275301.mp4,1166,,other,0.816949188709259,,,2024-04-28 03:38:07.593,mbk-14-14_1714275301.mp4,mbk-14-14-vehicle-snapshot_1714275301.mp4,957.5,583.0,1714275487,1714275524,"[114, 129, 130]",7,[9],3
