is_plate_valid,travel_distance,vehicle_type_confidence,lifetime,ymin,plate_number,xmin,province_confidence,similarized_plate_number,plate_number_confidence,xmax,image_name,purchasing_power,province,camera,travel_displacement,timestamp,car_brand,travel_trajectory,frame_no,original_video_name,ymax,plate_color_confidence,vehicle_type,car_brand_confidence,plate_color,plate_image_name,timestamp_precise,true_video_name,video_name,xmid,ymid,timestamp_unix,timestamp_unix_end,reverse_count,cross_count
False,1241.330036125074,0.9596380591392516,1.7599999904632568,2,,642,,,,1534,2024-04-28T09-14-56_FLAG_P_FID_2374_OID_16g0_mbk-14-14-vehicle_1714270201_1714270496_2374.jpg,,,mbk-14-14-vehicle,1227.8809809134943,2024-04-28 02:15:01,discard,194.52661868867037,2374,mbk-14-14-vehicle_1714270201.mp4,313,,sedan,0.9995352029800416,,,2024-04-28 02:14:56.802,mbk-14-14_1714270201.mp4,mbk-14-14-vehicle_1714270501.mp4,1088.0,157.5,1714270496,1714270497,0,0
True,1232.3356808481014,0.6723241209983826,2.998999834060669,0,ฌก5115,670,0.6311163306236267,ณก5115,0.518126988722761,1607,2024-04-28T09-19-53_FLAG_P_FID_2350_OID_29g0_mbk-14-14-vehicle_1714270501_1714270793_2350.jpg,,,mbk-14-14-vehicle,1194.734977002533,2024-04-28 02:20:01,discard,194.88077058738992,2350,mbk-14-14-vehicle_1714270501.mp4,304,0.6100225973945815,other,0.9065869450569152,white,,2024-04-28 02:19:53.641,mbk-14-14_1714270501.mp4,mbk-14-14-vehicle_1714270801.mp4,1138.5,152.0,1714270793,1714270795,0,0
True,1224.568803612406,0.6862040162086487,1.6399998664855957,0,บ2425,670,0.8064970970153809,บ2425,0.4940101153918511,1560,2024-04-28T09-24-14_FLAG_P_FID_2038_OID_38g0_mbk-14-14-vehicle_1714270801_1714271054_2038.jpg,,,mbk-14-14-vehicle,1217.3883825110404,2024-04-28 02:20:01,discard,196.25579547522105,2038,mbk-14-14-vehicle_1714270801.mp4,325,0.1587089393804447,taxi,0.4880006313323974,white,,2024-04-28 02:24:14.814,mbk-14-14_1714270801.mp4,mbk-14-14-vehicle_1714270801.mp4,1115.0,162.5,1714271054,1714271055,0,0
True,1357.9419515829577,0.3893745541572571,4.479000091552734,0,1ขท6374,991,0.9995498061180116,1ขท6374,0.8470469070027022,1850,2024-04-28T09-24-34_FLAG_P_FID_2197_OID_39g0_mbk-14-14-vehicle_1714270801_1714271074_2197.jpg,,th-10,mbk-14-14-vehicle,1301.670738010383,2024-04-28 02:20:01,toyota,195.71173917300104,2197,mbk-14-14-vehicle_1714270801.mp4,213,0.5838634385215179,motorbike,0.9555628299713136,white,,2024-04-28 02:24:34.689,mbk-14-14_1714270801.mp4,mbk-14-14-vehicle_1714270801.mp4,1420.5,106.5,1714271074,1714271078,0,0
True,2733.894466898583,0.5944240093231201,97.0920000076294,0,บ11738,1215,0.1739861667156219,บ11738,0.9508822589557818,1782,2024-04-28T10-37-26_FLAG_P_FID_1175_OID_232g0_mbk-14-14-vehicle_1714275301_1714275446_1175.jpg,,th-82,mbk-14-14-vehicle,1205.0726151521594,2024-04-28 03:35:01,discard,206.73935331498967,1175,mbk-14-14-vehicle_1714275301.mp4,297,0.2410322309672908,bus,0.6940939426422119,yellow,,2024-04-28 03:37:26.964,mbk-14-14_1714275301.mp4,mbk-14-14-vehicle_1714275301.mp4,1498.5,148.5,1714275446,1714275543,0,7
True,2740.589175828246,0.9288944602012634,116.20700001716614,0,ฮง6151,1382,0.7484803199768066,ธง6151,0.9997743184065896,2077,2024-04-28T10-57-34_FLAG_P_FID_1236_OID_311g0_mbk-14-14-vehicle_1714276501_1714276654_1236.jpg,economy,th-10,mbk-14-14-vehicle,1669.2371383061306,2024-04-28 03:55:01,toyota,207.35603145372988,1236,mbk-14-14-vehicle_1714276501.mp4,409,0.6887713011182979,pickup,0.9419406652450562,white,,2024-04-28 03:57:34.602,mbk-14-14_1714276501.mp4,mbk-14-14-vehicle_1714276501.mp4,1729.5,204.5,1714276654,1714276770,1,0
True,1463.0367618942694,1.0,2.0,0,สก407,1398,0.7642585635185242,ลก407,0.999140468887618,1979,2024-04-28T11-04-11_FLAG_P_FID_2011_OID_22g0_mbk-14-14-vehicle_1714276801_1714277051_2011.jpg,,th-10,mbk-14-14-vehicle,1449.136539202592,2024-04-28 04:00:01,bike,206.85494422673008,2011,mbk-14-14-vehicle_1714276801.mp4,442,0.4785730516713757,tuktuk,0.9964246153831482,yellow,,2024-04-28 04:04:11.334,mbk-14-14_1714276801.mp4,mbk-14-14-vehicle_1714276801.mp4,1688.5,221.0,1714277051,1714277053,0,1
True,1186.9892655831227,0.9101746082305908,0.0,0,สก2765,1206,0.9453837871551514,ลก2765,0.9998686572394504,1836,2024-04-28T11-19-58_FLAG_P_FID_2390_OID_118g0_mbk-14-14-vehicle_1714277701_1714277998_2390.jpg,,th-10,mbk-14-14-vehicle,1180.9738499424404,2024-04-28 04:20:01,bike,198.74037968693412,2390,mbk-14-14-vehicle_1714277701.mp4,379,0.4218951653406535,motorbike,0.9959819316864014,yellow,,2024-04-28 04:19:58.122,mbk-14-14_1714277701.mp4,mbk-14-14-vehicle_1714278001.mp4,1521.0,189.5,1714277998,1714277998,0,0
True,1920.3604476465496,0.9482972621917723,12.875,2,321697,1115,0.923294484615326,321697,0.9546906525060984,2094,2024-04-28T11-36-18_FLAG_P_FID_629_OID_183g0_mbk-14-14-vehicle_1714278901_1714278978_629.jpg,,,mbk-14-14-vehicle,1576.4284584442232,2024-04-28 04:35:01,other,203.2321229597883,629,mbk-14-14-vehicle_1714278901.mp4,358,0.6179837068743007,van,0.6220772862434387,yellow,,2024-04-28 04:36:18.743,mbk-14-14_1714278901.mp4,mbk-14-14-vehicle_1714278901.mp4,1604.5,180.0,1714278978,1714278990,0,0
True,7214.598120256719,0.9948809146881104,103.3309998512268,0,302564,1302,0.8359154462814331,302564,0.9998824329478097,2164,2024-04-28T11-37-29_FLAG_P_FID_1192_OID_189g0_mbk-14-14-vehicle_1714278901_1714279049_1192.jpg,,th-13,mbk-14-14-vehicle,1665.4635394673444,2024-04-28 04:35:01,toyota,187.1899775223285,1192,mbk-14-14-vehicle_1714278901.mp4,386,0.5933496416264479,bus,0.4842824041843414,yellow,,2024-04-28 04:37:29.083,mbk-14-14_1714278901.mp4,mbk-14-14-vehicle_1714278901.mp4,1733.0,193.0,1714279049,1714279152,2,13
