is_plate_valid,travel_distance,vehicle_type_confidence,lifetime,ymin,plate_number,xmin,province_confidence,similarized_plate_number,plate_number_confidence,xmax,image_name,purchasing_power,province,camera,travel_displacement,timestamp,car_brand,travel_trajectory,frame_no,original_video_name,ymax,plate_color_confidence,vehicle_type,car_brand_confidence,plate_color,plate_image_name,timestamp_precise,true_video_name,video_name,xmid,ymid,timestamp_unix,timestamp_unix_end,cluster_cross_list,cross_count,cluster_reverse_list,reverse_count
True,1.1710611979167425,0.828847348690033,36.63499999046326,0,338965,690,0.9974915981292723,338965,0.7196296728736986,2067,2024-04-28T09-00-37_FLAG_P_FID_300_OID_1g0_mbk-14-11-vehicle-snapshot_1714269601_1714269637_300.jpg,,,mbk-14-11-vehicle-snapshot,1.1710611979167425,2024-04-28 02:00:01,discard,180.0,300,mbk-14-11-vehicle-snapshot_1714269601.mp4,1007,0.8152400854091748,van,0.4633288085460663,yellow,,2024-04-28 02:00:37.635,mbk-14-11_1714269601.mp4,mbk-14-11-vehicle-snapshot_1714269601.mp4,1378.5,503.5,1714269637,1714269673,[],0,[],0
True,1.1710611979167425,0.643222987651825,37.4689998626709,0,338868,692,0.9968056678771972,338868,0.6791206840986868,2067,2024-04-28T09-01-52_FLAG_P_FID_900_OID_1g1_mbk-14-11-vehicle-snapshot_1714269601_1714269712_900.jpg,,,mbk-14-11-vehicle-snapshot,1.1710611979167425,2024-04-28 02:00:01,discard,0.0,900,mbk-14-11-vehicle-snapshot_1714269601.mp4,1007,0.7877323349639294,van,0.5528088808059692,yellow,,2024-04-28 02:01:52.574,mbk-14-11_1714269601.mp4,mbk-14-11-vehicle-snapshot_1714269601.mp4,1379.5,503.5,1714269712,1714269749,[],0,[],0
True,1.6561306284625394,0.878532350063324,37.4689998626709,0,338888,694,0.7263710498809814,338888,0.8862267564310549,2067,2024-04-28T09-03-07_FLAG_P_FID_1500_OID_1g2_mbk-14-11-vehicle-snapshot_1714269601_1714269787_1500.jpg,,,mbk-14-11-vehicle-snapshot,1.6561306284625394,2024-04-28 02:00:01,discard,45.00000000000417,1500,mbk-14-11-vehicle-snapshot_1714269601.mp4,1007,0.8612973757166384,van,0.4956715106964111,yellow,,2024-04-28 02:03:07.553,mbk-14-11_1714269601.mp4,mbk-14-11-vehicle-snapshot_1714269601.mp4,1380.5,503.5,1714269787,1714269824,[],0,[],0
True,1.6561306284627004,0.8495185971260071,37.46900010108948,0,338264,692,0.9935038685798644,338264,0.6808917530003386,2072,2024-04-28T09-04-22_FLAG_P_FID_2100_OID_1g3_mbk-14-11-vehicle-snapshot_1714269601_1714269862_2100.jpg,premium,,mbk-14-11-vehicle-snapshot,1.6561306284627004,2024-04-28 02:00:01,toyota,44.99999999999861,2100,mbk-14-11-vehicle-snapshot_1714269601.mp4,1007,0.7618005702227838,van,0.4632714390754699,yellow,,2024-04-28 02:04:22.532,mbk-14-11_1714269601.mp4,mbk-14-11-vehicle-snapshot_1714269601.mp4,1382.0,503.5,1714269862,1714269899,[],0,[],0
True,2.342122395833257,0.6949262022972107,36.63499999046326,0,338861,690,0.9964126944541932,338861,0.8004004241233256,2067,2024-04-28T09-05-37_FLAG_P_FID_300_OID_1g0_mbk-14-11-vehicle-snapshot_1714269901_1714269937_300.jpg,economy,,mbk-14-11-vehicle-snapshot,2.342122395833257,2024-04-28 02:05:01,toyota,180.0,300,mbk-14-11-vehicle-snapshot_1714269901.mp4,1007,0.8249152481674773,pickup,0.3754115104675293,yellow,,2024-04-28 02:05:37.635,mbk-14-11_1714269901.mp4,mbk-14-11-vehicle-snapshot_1714269901.mp4,1378.5,503.5,1714269937,1714269973,[],0,[],0
True,4.222321195794845,0.8413183689117432,37.509000062942505,0,338458,692,0.9936677813529968,338458,0.9098203127906648,2062,2024-04-28T09-06-52_FLAG_P_FID_900_OID_1g1_mbk-14-11-vehicle-snapshot_1714269901_1714270012_900.jpg,economy,,mbk-14-11-vehicle-snapshot,4.222321195794845,2024-04-28 02:05:01,mitsubishi,213.69006752598025,900,mbk-14-11-vehicle-snapshot_1714269901.mp4,1011,0.8428795463305875,pickup,0.6923810243606567,yellow,,2024-04-28 02:06:52.614,mbk-14-11_1714269901.mp4,mbk-14-11-vehicle-snapshot_1714269901.mp4,1377.0,505.5,1714270012,1714270049,[0],4,[4],2
False,1.171061197916515,0.6397571563720703,37.47000002861023,0,,842,,,,2341,2024-04-28T09-28-45_FLAG_P_FID_1800_OID_6g0_mbk-14-11-vehicle-snapshot_1714271101_1714271325_1800.jpg,,,mbk-14-11-vehicle-snapshot,1.171061197916515,2024-04-28 02:25:01,discard,0.0,1800,mbk-14-11-vehicle-snapshot_1714271101.mp4,770,,other,0.9994558691978456,,,2024-04-28 02:28:45.062,mbk-14-11_1714271101.mp4,mbk-14-11-vehicle-snapshot_1714271101.mp4,1591.5,385.0,1714271325,1714271362,[],0,[],0
False,2.342122395833485,0.4462948441505432,36.0699999332428,0,,842,,,,2341,2024-04-28T09-29-58_FLAG_P_FID_2400_OID_6g1_mbk-14-11-vehicle-snapshot_1714271101_1714271398_2400.jpg,,,mbk-14-11-vehicle-snapshot,2.342122395833485,2024-04-28 02:30:01,discard,180.0,2400,mbk-14-11-vehicle-snapshot_1714271101.mp4,770,,bus,0.9988555908203124,,,2024-04-28 02:29:58.641,mbk-14-11_1714271101.mp4,mbk-14-11-vehicle-snapshot_1714271401.mp4,1591.5,385.0,1714271398,1714271434,[],0,[],0
True,5.971263899788567,0.4440190196037292,37.47000002861023,0,ฎ722,835,0.7250881195068359,ฎ722,0.8536104843666426,2341,2024-04-28T09-31-15_FLAG_P_FID_600_OID_6g2_mbk-14-11-vehicle-snapshot_1714271401_1714271475_600.jpg,,,mbk-14-11-vehicle-snapshot,5.971263899788567,2024-04-28 02:30:01,discard,191.30993247401955,600,mbk-14-11-vehicle-snapshot_1714271401.mp4,772,0.3496669729717631,bus,0.9994515776634216,yellow,,2024-04-28 02:31:15.104,mbk-14-11_1714271401.mp4,mbk-14-11-vehicle-snapshot_1714271401.mp4,1588.0,386.0,1714271475,1714271512,[],0,[],0
False,3.51318359375,0.6808956265449524,37.47000002861023,0,,842,,,,2341,2024-04-28T09-32-30_FLAG_P_FID_1200_OID_6g3_mbk-14-11-vehicle-snapshot_1714271401_1714271550_1200.jpg,,,mbk-14-11-vehicle-snapshot,3.51318359375,2024-04-28 02:30:01,discard,90.0,1200,mbk-14-11-vehicle-snapshot_1714271401.mp4,740,,truck,0.9987220168113708,,,2024-04-28 02:32:30.083,mbk-14-11_1714271401.mp4,mbk-14-11-vehicle-snapshot_1714271401.mp4,1591.5,370.0,1714271550,1714271587,[],0,[],0
False,1.1710611979166856,0.7827895879745483,37.47000002861023,0,,842,,,,2341,2024-04-28T09-33-45_FLAG_P_FID_1800_OID_6g4_mbk-14-11-vehicle-snapshot_1714271401_1714271625_1800.jpg,,,mbk-14-11-vehicle-snapshot,1.1710611979166856,2024-04-28 02:30:01,discard,270.0,1800,mbk-14-11-vehicle-snapshot_1714271401.mp4,775,,other,0.998508870601654,,,2024-04-28 02:33:45.062,mbk-14-11_1714271401.mp4,mbk-14-11-vehicle-snapshot_1714271401.mp4,1591.5,387.5,1714271625,1714271662,[],0,[],0
False,2.342122395833485,0.6258389353752136,35.58999991416931,0,,842,,,,2341,2024-04-28T09-34-58_FLAG_P_FID_2400_OID_6g5_mbk-14-11-vehicle-snapshot_1714271401_1714271698_2400.jpg,,,mbk-14-11-vehicle-snapshot,2.342122395833485,2024-04-28 02:35:01,discard,180.0,2400,mbk-14-11-vehicle-snapshot_1714271401.mp4,775,,other,0.9983046054840088,,,2024-04-28 02:34:58.161,mbk-14-11_1714271401.mp4,mbk-14-11-vehicle-snapshot_1714271701.mp4,1591.5,387.5,1714271698,1714271733,[],0,[],0
False,1.1710611979166856,0.6078492403030396,36.63499999046326,0,2723,842,0.2554992437362671,2723,0.7989636172399327,2341,2024-04-28T09-35-37_FLAG_P_FID_300_OID_6g6_mbk-14-11-vehicle-snapshot_1714271701_1714271737_300.jpg,,,mbk-14-11-vehicle-snapshot,1.1710611979166856,2024-04-28 02:35:01,discard,90.0,300,mbk-14-11-vehicle-snapshot_1714271701.mp4,772,0.3098971133851297,other,0.9988570213317872,yellow,,2024-04-28 02:35:37.635,mbk-14-11_1714271701.mp4,mbk-14-11-vehicle-snapshot_1714271701.mp4,1591.5,386.0,1714271737,1714271773,[],0,[],0
True,2.342122395833257,0.5776113271713257,37.50999999046326,0,ก722,842,0.4757825136184692,ก722,0.9537786114192408,2336,2024-04-28T09-36-52_FLAG_P_FID_900_OID_6g7_mbk-14-11-vehicle-snapshot_1714271701_1714271812_900.jpg,,th-10,mbk-14-11-vehicle-snapshot,2.342122395833257,2024-04-28 02:35:01,discard,180.0,900,mbk-14-11-vehicle-snapshot_1714271701.mp4,775,0.2983389538797742,other,0.998936116695404,white,,2024-04-28 02:36:52.614,mbk-14-11_1714271701.mp4,mbk-14-11-vehicle-snapshot_1714271701.mp4,1589.0,387.5,1714271812,1714271849,[],0,[],0
False,1.6561306284625394,0.5983020663261414,37.50999999046326,0,,842,,,,2339,2024-04-28T09-38-07_FLAG_P_FID_1500_OID_6g8_mbk-14-11-vehicle-snapshot_1714271701_1714271887_1500.jpg,,,mbk-14-11-vehicle-snapshot,1.6561306284625394,2024-04-28 02:35:01,discard,134.99999999999582,1500,mbk-14-11-vehicle-snapshot_1714271701.mp4,772,,other,0.9995872378349304,,,2024-04-28 02:38:07.593,mbk-14-11_1714271701.mp4,mbk-14-11-vehicle-snapshot_1714271701.mp4,1590.5,386.0,1714271887,1714271924,[],0,[],0
