is_plate_valid,travel_distance,vehicle_type_confidence,lifetime,ymin,plate_number,xmin,province_confidence,similarized_plate_number,plate_number_confidence,xmax,image_name,purchasing_power,province,camera,travel_displacement,timestamp,car_brand,travel_trajectory,frame_no,original_video_name,ymax,plate_color_confidence,vehicle_type,car_brand_confidence,plate_color,plate_image_name,timestamp_precise,true_video_name,video_name,xmid,ymid,timestamp_unix,timestamp_unix_end,reverse_count,cross_count
True,2828.286892002593,0.3558781743049621,14.235999822616575,0,327722,1221,0.951549768447876,327722,0.9935601015003326,2191,2024-04-28T09-27-41_FLAG_P_FID_1291_OID_53g0_mbk-14-12-vehicle_1714271101_1714271261_1291.jpg,economy,th-10,mbk-14-12-vehicle,978.3576794370624,2024-04-28 02:25:01,isuzu,219.9987515325465,1291,mbk-14-12-vehicle_1714271101.mp4,388,0.37637503567784,pickup,0.7439085245132446,yellow,,2024-04-28 02:27:41.480,mbk-14-12_1714271101.mp4,mbk-14-12-vehicle_1714271101.mp4,1706.0,194.0,1714271261,1714271275,0,0
True,1794.5358777816557,0.9770647287368774,18.355000019073486,0,4กบ5887,1261,0.9830245971679688,4กบ5887,0.9999934135961364,1868,2024-04-28T10-08-09_FLAG_P_FID_1515_OID_31g0_mbk-14-12-vehicle_1714273501_1714273689_1515.jpg,economy,th-10,mbk-14-12-vehicle,1570.2948199439302,2024-04-28 03:05:01,toyota,203.46789889234367,1515,mbk-14-12-vehicle_1714273501.mp4,363,0.4355468176637307,pickup,0.4610213041305542,white,,2024-04-28 03:08:09.313,mbk-14-12_1714273501.mp4,mbk-14-12-vehicle_1714273501.mp4,1564.5,181.5,1714273689,1714273707,0,1
True,1508.8189827275207,0.9855766892433168,49.865999937057495,0,6กถ9907,1170,0.9828049540519714,6กก9907,0.9995667481631676,1624,2024-04-28T10-08-27_FLAG_P_FID_1657_OID_33g0_mbk-14-12-vehicle_1714273501_1714273707_1657.jpg,economy,th-10,mbk-14-12-vehicle,1197.368127810976,2024-04-28 03:05:01,toyota,207.4923297207148,1657,mbk-14-12-vehicle_1714273501.mp4,281,0.6593327420974598,pickup,0.99812251329422,white,,2024-04-28 03:08:27.068,mbk-14-12_1714273501.mp4,mbk-14-12-vehicle_1714273501.mp4,1397.0,140.5,1714273707,1714273756,1,2
True,2505.793231305751,0.969858944416046,46.82699990272522,0,อก5,1102,0.9986912608146667,อก5,0.9526315919016248,2001,2024-04-28T10-18-58_FLAG_P_FID_1911_OID_77g0_mbk-14-12-vehicle_1714274101_1714274338_1911.jpg,economy,th-10,mbk-14-12-vehicle,1494.9021629637818,2024-04-28 03:15:01,mitsubishi,191.01945090631472,1911,mbk-14-12-vehicle_1714274101.mp4,344,0.6651998278037021,pickup,0.3146338164806366,white,,2024-04-28 03:18:58.899,mbk-14-12_1714274101.mp4,mbk-14-12-vehicle_1714274101.mp4,1551.5,172.0,1714274338,1714274384,0,0
True,1593.7610931611937,0.933647096157074,2.638999938964844,0,ทห1197,982,0.9884783625602722,ทท1197,0.7847090467644808,1821,2024-04-28T10-21-31_FLAG_P_FID_735_OID_96g0_mbk-14-12-vehicle_1714274401_1714274491_735.jpg,economy,th-10,mbk-14-12-vehicle,1575.04596649709,2024-04-28 03:20:01,toyota,198.960336260259,735,mbk-14-12-vehicle_1714274401.mp4,348,0.6624606922098588,pickup,0.9623372554779052,yellow,,2024-04-28 03:21:31.980,mbk-14-12_1714274401.mp4,mbk-14-12-vehicle_1714274401.mp4,1401.5,174.0,1714274491,1714274493,0,0
True,1533.9812251874005,0.3494893312454223,3.759000062942505,0,301738,966,0.2691394090652466,301738,0.9577715888402634,1905,2024-04-28T10-39-05_FLAG_P_FID_1966_OID_178g0_mbk-14-12-vehicle_1714275301_1714275545_1966.jpg,premium,th-20,mbk-14-12-vehicle,1493.4625687284183,2024-04-28 03:35:01,toyota,197.24145939893995,1966,mbk-14-12-vehicle_1714275301.mp4,309,0.2568978813449236,suv,0.8511557579040527,white,,2024-04-28 03:39:05.817,mbk-14-12_1714275301.mp4,mbk-14-12-vehicle_1714275301.mp4,1435.5,154.5,1714275545,1714275548,1,0
True,3200.2095942397486,0.9949888586997986,76.46099996566772,0,ฮอ2933,1132,0.9904404878616332,ธอ2933,0.9506140935120572,2069,2024-04-28T10-41-49_FLAG_P_FID_872_OID_180g0_mbk-14-12-vehicle_1714275601_1714275709_872.jpg,economy,th-10,mbk-14-12-vehicle,1773.1838821775295,2024-04-28 03:40:01,toyota,195.51398341537123,872,mbk-14-12-vehicle_1714275601.mp4,377,0.7239443813832149,pickup,0.4445110857486725,white,,2024-04-28 03:41:49.095,mbk-14-12_1714275601.mp4,mbk-14-12-vehicle_1714275601.mp4,1600.5,188.5,1714275709,1714275785,0,0
True,1629.8156116191758,0.7340732216835022,4.239000082015991,0,สก4515,1348,0.7560901045799255,ลก4515,0.9999874544735864,1933,2024-04-28T10-50-39_FLAG_P_FID_315_OID_229g0_mbk-14-12-vehicle_1714276201_1714276239_315.jpg,,,mbk-14-12-vehicle,1587.570742217578,2024-04-28 03:50:01,bike,198.4483138283976,315,mbk-14-12-vehicle_1714276201.mp4,384,0.7721329994082846,tuktuk,0.9973128437995912,yellow,,2024-04-28 03:50:39.514,mbk-14-12_1714276201.mp4,mbk-14-12-vehicle_1714276201.mp4,1640.5,192.0,1714276239,1714276243,0,0
False,1523.4975298391776,0.2516307830810547,6.7179999351501465,0,,940,,,,1868,2024-04-28T10-59-34_FLAG_P_FID_2196_OID_280g0_mbk-14-12-vehicle_1714276501_1714276774_2196.jpg,economy,,mbk-14-12-vehicle,914.6190377639862,2024-04-28 03:55:01,toyota,190.47544723204112,2196,mbk-14-12-vehicle_1714276501.mp4,276,,pickup,0.7637152075767517,,,2024-04-28 03:59:34.369,mbk-14-12_1714276501.mp4,mbk-14-12-vehicle_1714276501.mp4,1404.0,138.0,1714276774,1714276780,0,2
False,1701.1390425280858,,3.999000072479248,0,,1439,,,,2011,,,,mbk-14-12-vehicle,1677.022603307274,2024-04-28 04:00:01,,191.56102165606197,280,mbk-14-12-vehicle_1714276801.mp4,407,,,,,,2024-04-28 04:00:35.115,mbk-14-12_1714276801.mp4,mbk-14-12-vehicle_1714276801.mp4,1725.0,203.5,1714276835,1714276838,1,0
